t 1 2 jV0100 
6.99e-05 5 4.54393 -0.456066
7e-05 5 4.54393 -0.456066
7.01e-05 5 4.54393 -0.456066
7.02e-05 5 4.54393 -0.456066
7.03e-05 5 4.54393 -0.456066
7.04e-05 5 4.54393 -0.456066
7.05e-05 5 4.54393 -0.456066
7.06e-05 5 4.54393 -0.456066
7.07e-05 5 4.54393 -0.456066
7.08e-05 5 4.54393 -0.456066
7.09e-05 5 4.54393 -0.456066
7.1e-05 5 4.54393 -0.456066
7.11e-05 5 4.54393 -0.456066
7.12e-05 5 4.54393 -0.456066
7.13e-05 5 4.54393 -0.456066
7.14e-05 5 4.54393 -0.456066
7.15e-05 5 4.54393 -0.456066
7.16e-05 5 4.54393 -0.456066
7.17e-05 5 4.54393 -0.456066
7.18e-05 5 4.54393 -0.456066
7.19e-05 5 4.54393 -0.456066
7.2e-05 5 4.54393 -0.456066
7.21e-05 5 4.54393 -0.456066
7.22e-05 5 4.54393 -0.456066
7.23e-05 5 4.54393 -0.456066
7.24e-05 5 4.54393 -0.456066
7.25e-05 5 4.54393 -0.456066
7.26e-05 5 4.54393 -0.456066
7.27e-05 5 4.54393 -0.456066
7.28e-05 5 4.54393 -0.456066
7.29e-05 5 4.54393 -0.456066
7.3e-05 5 4.54393 -0.456066
7.31e-05 5 4.54393 -0.456066
7.32e-05 5 4.54393 -0.456066
7.33e-05 5 4.54393 -0.456066
7.34e-05 5 4.54393 -0.456066
7.35e-05 5 4.54393 -0.456066
7.36e-05 5 4.54393 -0.456066
7.37e-05 5 4.54393 -0.456066
7.38e-05 5 4.54393 -0.456066
7.39e-05 5 4.54393 -0.456066
7.4e-05 5 4.54393 -0.456066
7.41e-05 5 4.54393 -0.456066
7.42e-05 5 4.54393 -0.456066
7.43e-05 5 4.54393 -0.456066
7.44e-05 5 4.54393 -0.456066
7.45e-05 5 4.54393 -0.456066
7.46e-05 5 4.54393 -0.456066
7.47e-05 5 4.54393 -0.456066
7.48e-05 5 4.54393 -0.456066
7.49e-05 5 4.54393 -0.456066
7.5e-05 5 4.54393 -0.456066
7.51e-05 5 4.54393 -0.456066
7.52e-05 5 4.54393 -0.456066
7.53e-05 5 4.54393 -0.456066
7.54e-05 5 4.54393 -0.456066
7.55e-05 5 4.54393 -0.456066
7.56e-05 5 4.54393 -0.456066
7.57e-05 5 4.54393 -0.456066
7.58e-05 5 4.54393 -0.456066
7.59e-05 5 4.54393 -0.456066
7.6e-05 5 4.54393 -0.456066
7.61e-05 5 4.54393 -0.456066
7.62e-05 5 4.54393 -0.456066
7.63e-05 5 4.54393 -0.456066
7.64e-05 5 4.54393 -0.456066
7.65e-05 5 4.54393 -0.456066
7.66e-05 5 4.54393 -0.456066
7.67e-05 5 4.54393 -0.456066
7.68e-05 5 4.54393 -0.456066
7.69e-05 5 4.54393 -0.456066
7.7e-05 5 4.54393 -0.456066
7.71e-05 5 4.54393 -0.456066
7.72e-05 5 4.54393 -0.456066
7.73e-05 5 4.54393 -0.456066
7.74e-05 5 4.54393 -0.456066
7.75e-05 5 4.54393 -0.456066
7.76e-05 5 4.54393 -0.456066
7.77e-05 5 4.54393 -0.456066
7.78e-05 5 4.54393 -0.456066
7.79e-05 5 4.54393 -0.456066
7.8e-05 5 4.54393 -0.456066
7.81e-05 5 4.54393 -0.456066
7.82e-05 5 4.54393 -0.456066
7.83e-05 5 4.54393 -0.456066
7.84e-05 5 4.54393 -0.456066
7.85e-05 5 4.54393 -0.456066
7.86e-05 5 4.54393 -0.456066
7.87e-05 5 4.54393 -0.456066
7.88e-05 5 4.54393 -0.456066
7.89e-05 5 4.54393 -0.456066
7.9e-05 5 4.54393 -0.456066
7.91e-05 5 4.54393 -0.456066
7.92e-05 5 4.54393 -0.456066
7.93e-05 5 4.54393 -0.456066
7.94e-05 5 4.54393 -0.456066
7.95e-05 5 4.54393 -0.456066
7.96e-05 5 4.54393 -0.456066
7.97e-05 5 4.54393 -0.456066
7.98e-05 5 4.54393 -0.456066
7.99e-05 5 4.54393 -0.456066
8e-05 5 4.54393 -0.456066
8.01e-05 5 4.54393 -0.456066
8.02e-05 5 4.54393 -0.456066
8.03e-05 5 4.54393 -0.456066
8.04e-05 5 4.54393 -0.456066
8.05e-05 5 4.54393 -0.456066
8.06e-05 5 4.54393 -0.456066
8.07e-05 5 4.54393 -0.456066
8.08e-05 5 4.54393 -0.456066
8.09e-05 5 4.54393 -0.456066
8.1e-05 5 4.54393 -0.456066
8.11e-05 5 4.54393 -0.456066
8.12e-05 5 4.54393 -0.456066
8.13e-05 5 4.54393 -0.456066
8.14e-05 5 4.54393 -0.456066
8.15e-05 5 4.54393 -0.456066
8.16e-05 5 4.54393 -0.456066
8.17e-05 5 4.54393 -0.456066
8.18e-05 5 4.54393 -0.456066
8.19e-05 5 4.54393 -0.456066
8.2e-05 5 4.54393 -0.456066
8.21e-05 5 4.54393 -0.456066
8.22e-05 5 4.54393 -0.456066
8.23e-05 5 4.54393 -0.456066
8.24e-05 5 4.54393 -0.456066
8.25e-05 5 4.54393 -0.456066
8.26e-05 5 4.54393 -0.456066
8.27e-05 5 4.54393 -0.456066
8.28e-05 5 4.54393 -0.456066
8.29e-05 5 4.54393 -0.456066
8.3e-05 5 4.54393 -0.456066
8.31e-05 5 4.54393 -0.456066
8.32e-05 5 4.54393 -0.456066
8.33e-05 5 4.54393 -0.456066
8.34e-05 5 4.54393 -0.456066
8.35e-05 5 4.54393 -0.456066
8.36e-05 5 4.54393 -0.456066
8.37e-05 5 4.54393 -0.456066
8.38e-05 5 4.54393 -0.456066
8.39e-05 5 4.54393 -0.456066
8.4e-05 5 4.54393 -0.456066
8.41e-05 5 4.54393 -0.456066
8.42e-05 5 4.54393 -0.456066
8.43e-05 5 4.54393 -0.456066
8.44e-05 5 4.54393 -0.456066
8.45e-05 5 4.54393 -0.456066
8.46e-05 5 4.54393 -0.456066
8.47e-05 5 4.54393 -0.456066
8.48e-05 5 4.54393 -0.456066
8.49e-05 5 4.54393 -0.456066
8.5e-05 5 4.54393 -0.456066
8.51e-05 5 4.54393 -0.456066
8.52e-05 5 4.54393 -0.456066
8.53e-05 5 4.54393 -0.456066
8.54e-05 5 4.54393 -0.456066
8.55e-05 5 4.54393 -0.456066
8.56e-05 5 4.54393 -0.456066
8.57e-05 5 4.54393 -0.456066
8.58e-05 5 4.54393 -0.456066
8.59e-05 5 4.54393 -0.456066
8.6e-05 5 4.54393 -0.456066
8.61e-05 5 4.54393 -0.456066
8.62e-05 5 4.54393 -0.456066
8.63e-05 5 4.54393 -0.456066
8.64e-05 5 4.54393 -0.456066
8.65e-05 5 4.54393 -0.456066
8.66e-05 5 4.54393 -0.456066
8.67e-05 5 4.54393 -0.456066
8.68e-05 5 4.54393 -0.456066
8.69e-05 5 4.54393 -0.456066
8.7e-05 5 4.54393 -0.456066
8.71e-05 5 4.54393 -0.456066
8.72e-05 5 4.54393 -0.456066
8.73e-05 5 4.54393 -0.456066
8.74e-05 5 4.54393 -0.456066
8.75e-05 5 4.54393 -0.456066
8.76e-05 5 4.54393 -0.456066
8.77e-05 5 4.54393 -0.456066
8.78e-05 5 4.54393 -0.456066
8.79e-05 5 4.54393 -0.456066
8.8e-05 5 4.54393 -0.456066
8.81e-05 5 4.54393 -0.456066
8.82e-05 5 4.54393 -0.456066
8.83e-05 5 4.54393 -0.456066
8.84e-05 5 4.54393 -0.456066
8.85e-05 5 4.54393 -0.456066
8.86e-05 5 4.54393 -0.456066
8.87e-05 5 4.54393 -0.456066
8.88e-05 5 4.54393 -0.456066
8.89e-05 5 4.54393 -0.456066
8.9e-05 5 4.54393 -0.456066
8.91e-05 5 4.54393 -0.456066
8.92e-05 5 4.54393 -0.456066
8.93e-05 5 4.54393 -0.456066
8.94e-05 5 4.54393 -0.456066
8.95e-05 5 4.54393 -0.456066
8.96e-05 5 4.54393 -0.456066
8.97e-05 5 4.54393 -0.456066
8.98e-05 5 4.54393 -0.456066
8.99e-05 5 4.54393 -0.456066
9e-05 5 4.54393 -0.456066
9.01e-05 5 4.54393 -0.456066
9.02e-05 5 4.54393 -0.456066
9.03e-05 5 4.54393 -0.456066
9.04e-05 5 4.54393 -0.456066
9.05e-05 5 4.54393 -0.456066
9.06e-05 5 4.54393 -0.456066
9.07e-05 5 4.54393 -0.456066
9.08e-05 5 4.54393 -0.456066
9.09e-05 5 4.54393 -0.456066
9.1e-05 5 4.54393 -0.456066
9.11e-05 5 4.54393 -0.456066
9.12e-05 5 4.54393 -0.456066
9.13e-05 5 4.54393 -0.456066
9.14e-05 5 4.54393 -0.456066
9.15e-05 5 4.54393 -0.456066
9.16e-05 5 4.54393 -0.456066
9.17e-05 5 4.54393 -0.456066
9.18e-05 5 4.54393 -0.456066
9.19e-05 5 4.54393 -0.456066
9.2e-05 5 4.54393 -0.456066
9.21e-05 5 4.54393 -0.456066
9.22e-05 5 4.54393 -0.456066
9.23e-05 5 4.54393 -0.456066
9.24e-05 5 4.54393 -0.456066
9.25e-05 5 4.54393 -0.456066
9.26e-05 5 4.54393 -0.456066
9.27e-05 5 4.54393 -0.456066
9.28e-05 5 4.54393 -0.456066
9.29e-05 5 4.54393 -0.456066
9.3e-05 5 4.54393 -0.456066
9.31e-05 5 4.54393 -0.456066
9.32e-05 5 4.54393 -0.456066
9.33e-05 5 4.54393 -0.456066
9.34e-05 5 4.54393 -0.456066
9.35e-05 5 4.54393 -0.456066
9.36e-05 5 4.54393 -0.456066
9.37e-05 5 4.54393 -0.456066
9.38e-05 5 4.54393 -0.456066
9.39e-05 5 4.54393 -0.456066
9.4e-05 5 4.54393 -0.456066
9.41e-05 5 4.54393 -0.456066
9.42e-05 5 4.54393 -0.456066
9.43e-05 5 4.54393 -0.456066
9.44e-05 5 4.54393 -0.456066
9.45e-05 5 4.54393 -0.456066
9.46e-05 5 4.54393 -0.456066
9.47e-05 5 4.54393 -0.456066
9.48e-05 5 4.54393 -0.456066
9.49e-05 5 4.54393 -0.456066
9.5e-05 5 4.54393 -0.456066
9.51e-05 5 4.54393 -0.456066
9.52e-05 5 4.54393 -0.456066
9.53e-05 5 4.54393 -0.456066
9.54e-05 5 4.54393 -0.456066
9.55e-05 5 4.54393 -0.456066
9.56e-05 5 4.54393 -0.456066
9.57e-05 5 4.54393 -0.456066
9.58e-05 5 4.54393 -0.456066
9.59e-05 5 4.54393 -0.456066
9.6e-05 5 4.54393 -0.456066
9.61e-05 5 4.54393 -0.456066
9.62e-05 5 4.54393 -0.456066
9.63e-05 5 4.54393 -0.456066
9.64e-05 5 4.54393 -0.456066
9.65e-05 5 4.54393 -0.456066
9.66e-05 5 4.54393 -0.456066
9.67e-05 5 4.54393 -0.456066
9.68e-05 5 4.54393 -0.456066
9.69e-05 5 4.54393 -0.456066
9.7e-05 5 4.54393 -0.456066
9.71e-05 5 4.54393 -0.456066
9.72e-05 5 4.54393 -0.456066
9.73e-05 5 4.54393 -0.456066
9.74e-05 5 4.54393 -0.456066
9.75e-05 5 4.54393 -0.456066
9.76e-05 5 4.54393 -0.456066
9.77e-05 5 4.54393 -0.456066
9.78e-05 5 4.54393 -0.456066
9.79e-05 5 4.54393 -0.456066
9.8e-05 5 4.54393 -0.456066
9.81e-05 5 4.54393 -0.456066
9.82e-05 5 4.54393 -0.456066
9.83e-05 5 4.54393 -0.456066
9.84e-05 5 4.54393 -0.456066
9.85e-05 5 4.54393 -0.456066
9.86e-05 5 4.54393 -0.456066
9.87e-05 5 4.54393 -0.456066
9.88e-05 5 4.54393 -0.456066
9.89e-05 5 4.54393 -0.456066
9.9e-05 5 4.54393 -0.456066
9.91e-05 5 4.54393 -0.456066
9.92e-05 5 4.54393 -0.456066
9.93e-05 5 4.54393 -0.456066
9.94e-05 5 4.54393 -0.456066
9.95e-05 5 4.54393 -0.456066
9.96e-05 5 4.54393 -0.456066
9.97e-05 5 4.54393 -0.456066
9.98e-05 5 4.54393 -0.456066
9.99e-05 5 4.54393 -0.456066
0.0001 5 4.54393 -0.456066
