f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f jL0102m jL0102f jV1400m jV1400f jV1600m jV1600f jV0300m jV0300f jV1100m jV1100f 
1668.1 0.105305 164.042 0.595423 -52.1173 1 0 0.156776 13.8381 0.633767 142.663 0.273134 -116.168 0.105305 -15.9579 0.204806 -136.9 0.595423 127.883 0.105305 164.042 1 0 0.204806 43.1001 0.139978 -166.162 1 0 0.243869 63.8322 0 0 0.000122884 43.1001 1.34681e-10 -92.4001 0.000298514 96.5847 0.000473693 -143.469 0 0 
1707.35 0.098493 162.076 0.582611 -53.1829 1 0 0.148667 11.403 0.62551 141.395 0.262601 -117.948 0.098493 -17.9241 0.194883 -138.282 0.582611 126.817 0.098493 162.076 1 0 0.194883 41.7183 0.132739 -168.597 1 0 0.234465 62.0519 0 0 0.00011693 41.7183 1.37628e-10 -92.441 0.000302657 94.2966 0.000480436 -144.374 0 0 
1747.53 0.0920879 160.173 0.569936 -54.2101 1 0 0.140832 9.01629 0.616928 140.151 0.252276 -119.683 0.0920879 -19.8274 0.185412 -139.607 0.569936 125.79 0.0920879 160.173 1 0 0.185412 40.3928 0.125742 -170.984 1 0 0.225247 60.317 0 0 0.000111247 40.3928 1.40637e-10 -92.4764 0.000306574 92.0547 0.000486782 -145.261 0 0 
1788.65 0.0860718 158.33 0.55742 -55.2002 1 0 0.133278 6.67879 0.608066 138.932 0.242182 -121.372 0.0860718 -21.6701 0.176379 -140.879 0.55742 124.8 0.0860718 158.33 1 0 0.176379 39.1212 0.118998 -173.321 1 0 0.216234 58.628 0 0 0.000105828 39.1212 1.4371e-10 -92.5066 0.000310274 89.8599 0.000492755 -146.127 0 0 
1830.74 0.0804262 156.546 0.545081 -56.155 1 0 0.126013 4.39111 0.598965 137.74 0.232338 -123.015 0.0804262 -23.4545 0.167773 -142.099 0.545081 123.845 0.0804262 156.546 1 0 0.167773 37.901 0.112512 -175.609 1 0 0.207444 56.9853 0 0 0.000100664 37.901 1.4685e-10 -92.5317 0.000313765 87.7127 0.00049838 -146.974 0 0 
1873.82 0.0751325 154.817 0.532933 -57.0761 1 0 0.119042 2.15356 0.589666 136.575 0.222757 -124.611 0.0751325 -25.1828 0.159578 -143.27 0.532933 122.924 0.0751325 154.817 1 0 0.159578 36.7298 0.106287 -177.846 1 0 0.19889 55.3888 0 0 9.5747e-05 36.7298 1.5006e-10 -92.5518 0.000317057 85.6134 0.000503676 -147.799 0 0 
1917.91 0.0701721 153.143 0.520987 -57.9649 1 0 0.112366 -0.0338132 0.580205 135.437 0.213453 -126.162 0.0701721 -26.8571 0.151779 -144.395 0.520987 122.035 0.0701721 153.143 1 0 0.151779 35.6053 0.100327 179.966 1 0 0.190583 53.8382 0 0 9.10675e-05 35.6053 1.53342e-10 -92.5673 0.000320157 83.5621 0.000508666 -148.604 0 0 
1963.04 0.0655268 151.52 0.509253 -58.8229 1 0 0.105984 -2.17113 0.570616 134.327 0.204433 -127.667 0.0655268 -28.4797 0.14436 -145.475 0.509253 121.177 0.0655268 151.52 1 0 0.14436 34.5254 0.0946287 177.829 1 0 0.18253 52.3332 0 0 8.66163e-05 34.5254 1.56698e-10 -92.5782 0.000323078 81.5586 0.000513368 -149.388 0 0 
2009.23 0.061179 149.947 0.497736 -59.6516 1 0 0.0998949 -4.25872 0.560933 133.244 0.195705 -129.127 0.061179 -30.0526 0.137306 -146.512 0.497736 120.348 0.061179 149.947 1 0 0.137306 33.4878 0.0891919 175.741 1 0 0.174736 50.8731 0 0 8.23836e-05 33.4878 1.60131e-10 -92.5849 0.000325827 79.6026 0.000517801 -150.151 0 0 
2056.51 0.0571115 148.422 0.486442 -60.4524 1 0 0.0940939 -6.29707 0.551184 132.187 0.187271 -130.543 0.0571115 -31.5776 0.1306 -147.509 0.486442 119.548 0.0571115 148.422 1 0 0.1306 32.4906 0.0840124 173.703 1 0 0.167206 49.4573 0 0 7.836e-05 32.4906 1.63643e-10 -92.5876 0.000328415 77.6936 0.000521983 -150.894 0 0 
2104.9 0.0533076 146.943 0.475371 -61.2265 1 0 0.0885758 -8.28677 0.541397 131.158 0.179134 -131.915 0.0533076 -33.0568 0.124227 -148.468 0.475371 118.774 0.0533076 146.943 1 0 0.124227 31.5317 0.0790856 171.713 1 0 0.159941 48.0848 0 0 7.4536e-05 31.5317 1.67237e-10 -92.5866 0.000330851 75.8311 0.00052593 -151.617 0 0 
2154.43 0.0497517 145.508 0.464527 -61.9751 1 0 0.0833341 -10.2286 0.531594 130.155 0.171292 -133.245 0.0497517 -34.4919 0.118171 -149.391 0.464527 118.025 0.0497517 145.508 1 0 0.118171 30.6094 0.0744055 169.771 1 0 0.152939 46.7547 0 0 7.09023e-05 30.6094 1.70916e-10 -92.5821 0.000333144 74.0142 0.000529656 -152.321 0 0 
2205.13 0.0464286 144.115 0.453909 -62.6995 1 0 0.0783612 -12.1232 0.521798 129.178 0.163744 -134.534 0.0464286 -35.8846 0.112417 -150.278 0.453909 117.301 0.0464286 144.115 1 0 0.112417 29.7217 0.0699654 167.877 1 0 0.1462 45.466 0 0 6.745e-05 29.7217 1.74681e-10 -92.5744 0.000335303 72.2423 0.000533175 -153.006 0 0 
2257.02 0.0433238 142.763 0.443516 -63.4007 1 0 0.0736489 -13.9716 0.512027 128.227 0.156487 -135.782 0.0433238 -37.2366 0.106951 -151.133 0.443516 116.599 0.0433238 142.763 1 0 0.106951 28.8671 0.0657579 166.028 1 0 0.139721 44.2176 0 0 6.41703e-05 28.8671 1.78535e-10 -92.5637 0.000337336 70.5144 0.000536502 -153.672 0 0 
2310.13 0.0404237 141.451 0.433348 -64.0798 1 0 0.0691883 -15.7747 0.502301 127.3 0.149516 -136.992 0.0404237 -38.5495 0.101758 -151.956 0.433348 115.92 0.0404237 141.451 1 0 0.101758 28.0439 0.0617753 164.225 1 0 0.133496 43.0083 0 0 6.10547e-05 28.0439 1.82481e-10 -92.5502 0.000339252 68.8296 0.000539647 -154.32 0 0 
2364.49 0.0377153 140.175 0.423402 -64.7378 1 0 0.0649702 -17.5335 0.492632 126.398 0.142824 -138.163 0.0377153 -39.8247 0.096825 -152.749 0.423402 115.262 0.0377153 140.175 1 0 0.096825 27.2506 0.0580091 162.467 1 0 0.127521 41.837 0 0 5.8095e-05 27.2506 1.86522e-10 -92.5343 0.000341058 67.187 0.000542622 -154.951 0 0 
2420.13 0.0351865 138.936 0.413676 -65.3756 1 0 0.0609851 -19.2489 0.483036 125.52 0.136406 -139.297 0.0351865 -41.0637 0.0921391 -153.514 0.413676 114.624 0.0351865 138.936 1 0 0.0921391 26.4859 0.054451 160.751 1 0 0.121791 40.7025 0 0 5.52834e-05 26.4859 1.90659e-10 -92.516 0.000342761 65.5855 0.000545438 -155.564 0 0 
2477.08 0.0328256 137.732 0.404166 -65.994 1 0 0.0572233 -20.9219 0.473523 124.665 0.130255 -140.396 0.0328256 -42.2678 0.0876875 -154.252 0.404166 114.006 0.0328256 137.732 1 0 0.0876875 25.7482 0.0510922 159.078 1 0 0.116299 39.6037 0 0 5.26125e-05 25.7482 1.94896e-10 -92.4956 0.000344368 64.0243 0.000548104 -156.161 0 0 
2535.36 0.0306219 136.562 0.394869 -66.594 1 0 0.053675 -22.5536 0.464104 123.832 0.124364 -141.461 0.0306219 -43.4382 0.0834584 -154.964 0.394869 113.406 0.0306219 136.562 1 0 0.0834584 25.0365 0.0479241 157.446 1 0 0.111039 38.5394 0 0 5.0075e-05 25.0365 1.99234e-10 -92.4734 0.000345885 62.5023 0.00055063 -156.742 0 0 
2595.02 0.028565 135.424 0.385782 -67.1763 1 0 0.0503305 -24.1451 0.454788 123.021 0.118723 -142.492 0.028565 -44.5763 0.0794404 -155.651 0.385782 112.824 0.028565 135.424 1 0 0.0794404 24.3494 0.044938 155.855 1 0 0.106003 37.5083 0 0 4.76642e-05 24.3494 2.03678e-10 -92.4494 0.000347318 61.0185 0.000553023 -157.308 0 0 
2656.09 0.0266455 134.317 0.376901 -67.7416 1 0 0.0471803 -25.6973 0.445582 122.231 0.113326 -143.491 0.0266455 -45.6832 0.0756226 -156.314 0.376901 112.258 0.0266455 134.317 1 0 0.0756226 23.6858 0.0421253 154.303 1 0 0.101184 36.5094 0 0 4.53736e-05 23.6858 2.08228e-10 -92.4239 0.000348671 59.5718 0.000555292 -157.858 0 0 
2718.59 0.0248543 133.24 0.368223 -68.2905 1 0 0.0442148 -27.2112 0.436493 121.462 0.108164 -144.458 0.0248543 -46.7599 0.0719948 -156.955 0.368223 111.709 0.0248543 133.24 1 0 0.0719948 23.0447 0.0394775 152.789 1 0 0.0965746 35.5416 0 0 4.31969e-05 23.0447 2.12889e-10 -92.397 0.000349952 58.1614 0.000557444 -158.394 0 0 
2782.56 0.0231829 132.192 0.359742 -68.8239 1 0 0.0414249 -28.6878 0.427526 120.713 0.103228 -145.396 0.0231829 -47.8075 0.0685472 -157.575 0.359742 111.176 0.0231829 132.192 1 0 0.0685472 22.425 0.0369865 151.312 1 0 0.0921677 34.6037 0 0 4.11283e-05 22.425 2.17662e-10 -92.3689 0.000351163 56.7862 0.000559485 -158.916 0 0 
2848.04 0.0216235 131.173 0.351456 -69.3421 1 0 0.0388015 -30.1281 0.418685 119.983 0.0985103 -146.305 0.0216235 -48.8271 0.0652705 -158.174 0.351456 110.658 0.0216235 131.173 1 0 0.0652705 21.8258 0.0346442 149.872 1 0 0.0879556 33.6947 0 0 3.91623e-05 21.8258 2.2255e-10 -92.3397 0.000352309 55.4453 0.000561423 -159.424 0 0 
2915.05 0.0201686 130.18 0.34336 -69.846 1 0 0.0363358 -31.5331 0.409975 119.272 0.0940026 -147.186 0.0201686 -49.8195 0.0621558 -158.754 0.34336 110.154 0.0201686 130.18 1 0 0.0621558 21.2461 0.0324427 148.467 1 0 0.0839309 32.8135 0 0 3.72935e-05 21.2461 2.27557e-10 -92.3096 0.000353395 54.1377 0.000563262 -159.918 0 0 
2983.65 0.0188113 129.214 0.335451 -70.3359 1 0 0.0340195 -32.9037 0.401398 118.579 0.0896966 -148.041 0.0188113 -50.7857 0.0591949 -159.315 0.335451 109.664 0.0188113 129.214 1 0 0.0591949 20.6852 0.0303745 147.096 1 0 0.0800863 31.9591 0 0 3.55169e-05 20.6852 2.32685e-10 -92.2786 0.000354424 52.8626 0.000565009 -160.4 0 0 
3053.86 0.0175451 128.273 0.327723 -70.8124 1 0 0.0318444 -34.2409 0.392957 117.904 0.0855843 -148.869 0.0175451 -51.7265 0.0563797 -159.858 0.327723 109.188 0.0175451 128.273 1 0 0.0563797 20.1422 0.0284325 145.759 1 0 0.0764145 31.1306 0 0 3.38278e-05 20.1422 2.37937e-10 -92.247 0.0003554 51.619 0.000566669 -160.869 0 0 
3125.72 0.0163639 127.357 0.320174 -71.276 1 0 0.0298027 -35.5454 0.384653 117.246 0.0816575 -149.673 0.0163639 -52.6428 0.0537029 -160.384 0.320174 108.724 0.0163639 127.357 1 0 0.0537029 19.6164 0.0266095 144.455 1 0 0.0729085 30.3271 0 0 3.22218e-05 19.6164 2.43316e-10 -92.2147 0.000356326 50.4061 0.000568246 -161.327 0 0 
3199.27 0.0152621 126.465 0.312798 -71.7271 1 0 0.0278869 -36.8183 0.376488 116.604 0.0779088 -150.452 0.0152621 -53.5353 0.0511573 -160.893 0.312798 108.273 0.0152621 126.465 1 0 0.0511573 19.1069 0.024899 143.182 1 0 0.0695614 29.5475 0 0 3.06944e-05 19.1069 2.48825e-10 -92.1819 0.000357205 49.223 0.000569745 -161.772 0 0 
3274.55 0.0142344 125.595 0.305593 -72.1662 1 0 0.0260898 -38.0603 0.368463 115.979 0.0743304 -151.209 0.0142344 -54.4048 0.0487362 -161.387 0.305593 107.834 0.0142344 125.595 1 0 0.0487362 18.6133 0.0232945 141.94 1 0 0.0663664 28.7911 0 0 2.92417e-05 18.6133 2.54466e-10 -92.1487 0.000358039 48.069 0.00057117 -162.206 0 0 
3351.6 0.0132757 124.748 0.298555 -72.5937 1 0 0.0244047 -39.2722 0.360578 115.369 0.0709152 -151.943 0.0132757 -55.2521 0.0464333 -161.865 0.298555 107.406 0.0132757 124.748 1 0 0.0464333 18.1347 0.0217899 140.728 1 0 0.0633171 28.057 0 0 2.786e-05 18.1347 2.60245e-10 -92.1152 0.000358832 46.9432 0.000572525 -162.629 0 0 
3430.47 0.0123816 123.922 0.291679 -73.01 1 0 0.022825 -40.4549 0.352834 114.775 0.067656 -152.656 0.0123816 -56.0777 0.0442424 -162.329 0.291679 106.99 0.0123816 123.922 1 0 0.0442424 17.6706 0.0203794 139.545 1 0 0.0604071 27.3444 0 0 2.65455e-05 17.6706 2.66162e-10 -92.0815 0.000359585 45.8448 0.000573814 -163.042 0 0 
3511.19 0.0115475 123.118 0.284961 -73.4155 1 0 0.0213445 -41.6091 0.345229 114.195 0.064546 -153.347 0.0115475 -56.8824 0.042158 -162.78 0.284961 106.585 0.0115475 123.118 1 0 0.042158 17.2205 0.0190576 138.391 1 0 0.0576304 26.6525 0 0 2.52948e-05 17.2205 2.72223e-10 -92.0475 0.000360301 44.7732 0.00057504 -163.443 0 0 
3593.81 0.0107696 122.333 0.2784 -73.8104 1 0 0.0199574 -42.7355 0.337765 113.629 0.0615787 -154.019 0.0107696 -57.6667 0.0401746 -163.216 0.2784 106.19 0.0107696 122.333 1 0 0.0401746 16.7837 0.0178191 137.264 1 0 0.054981 25.9806 0 0 2.41047e-05 16.7837 2.7843e-10 -92.0135 0.000360982 43.7275 0.000576207 -163.835 0 0 
3678.38 0.0100441 121.569 0.271989 -74.1952 1 0 0.0186581 -43.835 0.33044 113.078 0.0587477 -154.672 0.0100441 -58.4314 0.038287 -163.64 0.271989 105.805 0.0100441 121.569 1 0 0.038287 16.3598 0.016659 136.165 1 0 0.0524533 25.328 0 0 2.29722e-05 16.3598 2.84786e-10 -91.9794 0.00036163 42.7072 0.000577317 -164.217 0 0 
3764.94 0.00936742 120.823 0.265727 -74.5702 1 0 0.0174413 -44.9082 0.323253 112.539 0.0560468 -155.306 0.00936742 -59.1769 0.0364906 -164.052 0.265727 105.43 0.00936742 120.823 1 0 0.0364906 15.9483 0.0155726 135.092 1 0 0.0500418 24.6941 0 0 2.18944e-05 15.9483 2.91295e-10 -91.9452 0.000362246 41.7115 0.000578374 -164.59 0 0 
3853.53 0.00873629 120.096 0.25961 -74.9357 1 0 0.016302 -45.9557 0.316203 112.014 0.0534702 -155.922 0.00873629 -59.9038 0.0347806 -164.451 0.25961 105.064 0.00873629 120.096 1 0 0.0347806 15.5487 0.0145554 134.044 1 0 0.0477413 24.078 0 0 2.08684e-05 15.5487 2.97961e-10 -91.9112 0.000362833 40.7397 0.000579381 -164.953 0 0 
3944.21 0.00814765 119.387 0.253633 -75.2919 1 0 0.0152355 -46.9783 0.30929 111.502 0.0510124 -156.521 0.00814765 -60.6128 0.0331528 -164.84 0.253633 104.708 0.00814765 119.387 1 0 0.0331528 15.1605 0.0136032 133.022 1 0 0.0455467 23.4793 0 0 1.98917e-05 15.1605 3.04787e-10 -91.8772 0.000363392 39.7913 0.000580339 -165.307 0 0 
4037.02 0.00759866 118.696 0.247795 -75.6391 1 0 0.0142374 -47.9766 0.302512 111.002 0.0486678 -157.103 0.00759866 -61.3041 0.0316031 -165.217 0.247795 104.361 0.00759866 118.696 1 0 0.0316031 14.7833 0.012712 132.023 1 0 0.0434534 22.8973 0 0 1.89618e-05 14.7833 3.11777e-10 -91.8434 0.000363925 38.8656 0.000581252 -165.653 0 0 
4132.01 0.00708664 118.022 0.242092 -75.9777 1 0 0.0133033 -48.9512 0.295867 110.514 0.0464313 -157.668 0.00708664 -61.9785 0.0301274 -165.583 0.242092 104.022 0.00708664 118.022 1 0 0.0301274 14.4168 0.011878 131.049 1 0 0.0414565 22.3315 0 0 1.80765e-05 14.4168 3.18936e-10 -91.8097 0.000364432 37.9621 0.000582121 -165.99 0 0 
4229.24 0.00660911 117.364 0.23652 -76.3078 1 0 0.0124294 -49.9027 0.289354 110.038 0.044298 -158.219 0.00660911 -62.6363 0.0287223 -165.939 0.23652 103.692 0.00660911 117.364 1 0 0.0287223 14.0606 0.0110977 130.097 1 0 0.0395518 21.7812 0 0 1.72334e-05 14.0606 3.26266e-10 -91.7762 0.000364915 37.0801 0.000582949 -166.319 0 0 
4328.76 0.00616375 116.722 0.231077 -76.6298 1 0 0.011612 -50.8317 0.282972 109.573 0.0422631 -158.754 0.00616375 -63.2779 0.0273841 -166.286 0.231077 103.37 0.00616375 116.722 1 0 0.0273841 13.7142 0.0103678 129.168 1 0 0.0377349 21.2461 0 0 1.64305e-05 13.7142 3.33771e-10 -91.743 0.000365376 36.2191 0.000583738 -166.639 0 0 
4430.62 0.00574839 116.096 0.22576 -76.9438 1 0 0.0108473 -51.7388 0.276718 109.119 0.0403222 -159.274 0.00574839 -63.904 0.0261096 -166.623 0.22576 103.056 0.00574839 116.096 1 0 0.0261096 13.3774 0.00968512 128.261 1 0 0.0360019 20.7255 0 0 1.56658e-05 13.3774 3.41457e-10 -91.7101 0.000365815 35.3785 0.000584489 -166.952 0 0 
4534.88 0.00536101 115.485 0.220565 -77.2501 1 0 0.0101323 -52.6245 0.270591 108.676 0.0384708 -159.781 0.00536101 -64.5148 0.0248956 -166.95 0.220565 102.75 0.00536101 115.485 1 0 0.0248956 13.0498 0.00904668 127.375 1 0 0.0343489 20.2191 0 0 1.49374e-05 13.0498 3.49327e-10 -91.6774 0.000366234 34.5579 0.000585206 -167.258 0 0 
4641.59 0.00499974 114.889 0.215491 -77.5489 1 0 0.00946366 -53.4893 0.264589 108.244 0.0367049 -160.274 0.00499974 -65.1108 0.0237392 -167.269 0.215491 102.451 0.00499974 114.889 1 0 0.0237392 12.7311 0.0084497 126.511 1 0 0.0327722 19.7262 0 0 1.42435e-05 12.7311 3.57385e-10 -91.6451 0.000366633 33.7568 0.000585888 -167.556 0 0 
4750.81 0.0046628 114.308 0.210533 -77.8404 1 0 0.00883854 -54.3339 0.258711 107.822 0.0350204 -160.753 0.0046628 -65.6923 0.0226375 -167.579 0.210533 102.16 0.0046628 114.308 1 0 0.0226375 12.421 0.00789156 125.666 1 0 0.0312682 19.2466 0 0 1.35825e-05 12.421 3.65637e-10 -91.6131 0.000367014 32.9745 0.000586539 -167.846 0 0 
4862.6 0.00434857 113.74 0.205689 -78.1248 1 0 0.00825416 -55.1586 0.252955 107.41 0.0334137 -161.22 0.00434857 -66.2598 0.0215879 -167.881 0.205689 101.875 0.00434857 113.74 1 0 0.0215879 12.1192 0.00736979 124.841 1 0 0.0298337 18.7797 0 0 1.29527e-05 12.1192 3.74085e-10 -91.5815 0.000367377 32.2108 0.000587159 -168.13 0 0 
4977.02 0.00405551 113.186 0.200957 -78.4023 1 0 0.00770793 -55.9639 0.247318 107.007 0.0318811 -161.675 0.00405551 -66.8137 0.0205878 -168.174 0.200957 101.598 0.00405551 113.186 1 0 0.0205878 11.8255 0.00688208 124.036 1 0 0.0284653 18.3252 0 0 1.23527e-05 11.8255 3.82735e-10 -91.5502 0.000367724 31.465 0.00058775 -168.407 0 0 
5094.14 0.0037822 112.646 0.196335 -78.673 1 0 0.00719741 -56.7504 0.241799 106.614 0.0304192 -162.117 0.0037822 -67.3543 0.0196348 -168.46 0.196335 101.327 0.0037822 112.646 1 0 0.0196348 11.5396 0.00642625 123.25 1 0 0.02716 17.8826 0 0 1.17809e-05 11.5396 3.91592e-10 -91.5193 0.000368054 30.7368 0.000588313 -168.677 0 0 
5214.01 0.0035273 112.118 0.191819 -78.9373 1 0 0.00672031 -57.5185 0.236395 106.23 0.0290247 -162.548 0.0035273 -67.8819 0.0187266 -168.739 0.191819 101.063 0.0035273 112.118 1 0 0.0187266 11.2612 0.00600028 122.481 1 0 0.0259149 17.4516 0 0 1.1236e-05 11.2612 4.00661e-10 -91.4888 0.000368369 30.0257 0.000588851 -168.941 0 0 
5336.7 0.00328959 111.603 0.187406 -79.1952 1 0 0.0062745 -58.2686 0.231106 105.856 0.0276945 -162.968 0.00328959 -68.3968 0.0178611 -169.01 0.187406 100.805 0.00328959 111.603 1 0 0.0178611 10.9901 0.00560223 121.731 1 0 0.0247273 17.0319 0 0 1.07167e-05 10.9901 4.09945e-10 -91.4588 0.00036867 29.3313 0.000589363 -169.199 0 0 
5462.28 0.00306789 111.1 0.183096 -79.4469 1 0 0.00585795 -59.0013 0.225929 105.49 0.0264256 -163.377 0.00306789 -68.8995 0.0170362 -169.274 0.183096 100.553 0.00306789 111.1 1 0 0.0170362 10.726 0.00523031 120.999 1 0 0.0235943 16.6231 0 0 1.02217e-05 10.726 4.19452e-10 -91.4291 0.000368958 28.6532 0.000589851 -169.45 0 0 
5590.81 0.00286113 110.61 0.178885 -79.6925 1 0 0.00546879 -59.7168 0.220861 105.132 0.0252152 -163.775 0.00286113 -69.3902 0.0162499 -169.531 0.178885 100.307 0.00286113 110.61 1 0 0.0162499 10.4688 0.00488284 120.283 1 0 0.0225136 16.2248 0 0 9.74995e-06 10.4688 4.29184e-10 -91.3999 0.000369232 27.9909 0.000590317 -169.695 0 0 
5722.37 0.0026683 110.131 0.174771 -79.9323 1 0 0.00510523 -60.4156 0.215902 104.783 0.0240605 -164.163 0.0026683 -69.8692 0.0155004 -169.782 0.174771 100.068 0.0026683 110.131 1 0 0.0155004 10.2183 0.00455824 119.584 1 0 0.0214826 15.8367 0 0 9.30026e-06 10.2183 4.39149e-10 -91.3711 0.000369493 27.3442 0.000590761 -169.935 0 0 
5857.02 0.00248847 109.663 0.170751 -80.1664 1 0 0.00476563 -61.0982 0.211049 104.442 0.022959 -164.541 0.00248847 -70.3369 0.014786 -170.026 0.170751 99.8336 0.00248847 109.663 1 0 0.014786 9.97414 0.00425503 118.902 1 0 0.0204991 15.4586 0 0 8.87158e-06 9.97414 4.49351e-10 -91.3428 0.000369743 26.7125 0.000591185 -170.169 0 0 
5994.84 0.00232076 109.207 0.166824 -80.3949 1 0 0.00444843 -61.7649 0.2063 104.109 0.0219082 -164.91 0.00232076 -70.7934 0.0141049 -170.264 0.166824 99.6051 0.00232076 109.207 1 0 0.0141049 9.73625 0.00397181 118.235 1 0 0.0195608 15.0901 0 0 8.46292e-06 9.73625 4.59796e-10 -91.3149 0.000369981 26.0956 0.000591589 -170.397 0 0 
6135.91 0.00216435 108.761 0.162988 -80.618 1 0 0.00415217 -62.4161 0.201654 103.784 0.0209057 -165.269 0.00216435 -71.2392 0.0134555 -170.496 0.162988 99.382 0.00216435 108.761 1 0 0.0134555 9.50441 0.00370729 117.584 1 0 0.0186658 14.7309 0 0 8.0733e-06 9.50441 4.70489e-10 -91.2874 0.000370209 25.4932 0.000591974 -170.62 0 0 
6280.29 0.00201849 108.326 0.15924 -80.8358 1 0 0.00387549 -63.0522 0.197108 103.466 0.0199493 -165.619 0.00201849 -71.6744 0.0128364 -170.722 0.15924 99.1642 0.00201849 108.326 1 0 0.0128364 9.27845 0.00346026 116.948 1 0 0.0178119 14.3809 0 0 7.70184e-06 9.27845 4.81436e-10 -91.2604 0.000370426 24.9047 0.000592341 -170.837 0 0 
6428.07 0.00188245 107.901 0.155578 -81.0484 1 0 0.00361711 -63.6735 0.19266 103.156 0.0190369 -165.96 0.00188245 -72.0993 0.0122461 -170.942 0.155578 98.9516 0.00188245 107.901 1 0 0.0122461 9.0582 0.00322956 116.326 1 0 0.0169972 14.0396 0 0 7.34765e-06 9.0582 4.92644e-10 -91.2338 0.000370633 24.33 0.000592692 -171.05 0 0 
6579.33 0.00175558 107.486 0.152 -81.256 1 0 0.00337584 -64.2804 0.18831 102.853 0.0181664 -166.293 0.00175558 -72.5142 0.0116832 -171.157 0.152 98.744 0.00175558 107.486 1 0 0.0116832 8.84347 0.00301414 115.72 1 0 0.01622 13.7069 0 0 7.00993e-06 8.84347 5.04118e-10 -91.2077 0.000370831 23.7686 0.000593026 -171.257 0 0 
6734.15 0.00163726 107.081 0.148505 -81.4587 1 0 0.00315055 -64.8732 0.184054 102.557 0.0173359 -166.617 0.00163726 -72.9194 0.0111465 -171.366 0.148505 98.5413 0.00163726 107.081 1 0 0.0111465 8.63413 0.00281299 115.127 1 0 0.0154785 13.3825 0 0 6.68789e-06 8.63413 5.15865e-10 -91.1821 0.00037102 23.2203 0.000593345 -171.46 0 0 
6892.61 0.00152692 106.685 0.14509 -81.6566 1 0 0.0029402 -65.4522 0.179891 102.268 0.0165436 -166.934 0.00152692 -73.315 0.0106346 -171.57 0.14509 98.3434 0.00152692 106.685 1 0 0.0106346 8.43 0.00262518 114.548 1 0 0.0147711 13.0662 0 0 6.38079e-06 8.43 5.2789e-10 -91.1569 0.0003712 22.6847 0.00059365 -171.658 0 0 
7054.8 0.00142401 106.299 0.141754 -81.8498 1 0 0.00274381 -66.0178 0.175819 101.985 0.0157876 -167.242 0.00142401 -73.7013 0.0101465 -171.769 0.141754 98.1502 0.00142401 106.299 1 0 0.0101465 8.23095 0.00244983 113.982 1 0 0.0140961 12.7578 0 0 6.08792e-06 8.23095 5.40201e-10 -91.1321 0.000371372 22.1616 0.00059394 -171.851 0 0 
7220.81 0.00132804 105.921 0.138494 -82.0385 1 0 0.00256047 -66.5704 0.171837 101.709 0.0150664 -167.543 0.00132804 -74.0785 0.00968102 -171.963 0.138494 97.9615 0.00132804 105.921 1 0 0.00968102 8.03684 0.00228613 113.43 1 0 0.0134521 12.457 0 0 5.80861e-06 8.03684 5.52804e-10 -91.1078 0.000371536 21.6507 0.000594217 -172.039 0 0 
7390.72 0.00123853 105.553 0.13531 -82.2228 1 0 0.00238931 -67.1101 0.167942 101.44 0.0143782 -167.836 0.00123853 -74.4469 0.00923706 -172.152 0.13531 97.7772 0.00123853 105.553 1 0 0.00923706 7.84752 0.00213331 112.89 1 0 0.0128377 12.1636 0 0 5.54223e-06 7.84752 5.65706e-10 -91.0839 0.000371693 21.1515 0.000594481 -172.223 0 0 
7564.63 0.00115506 105.193 0.132199 -82.4028 1 0 0.00222953 -67.6374 0.164133 101.176 0.0137216 -168.123 0.00115506 -74.8066 0.00881362 -172.337 0.132199 97.5972 0.00115506 105.193 1 0 0.00881362 7.66286 0.00199065 112.363 1 0 0.0122514 11.8774 0 0 5.28817e-06 7.66286 5.78913e-10 -91.0605 0.000371843 20.664 0.000594733 -172.403 0 0 
7742.64 0.00107721 104.842 0.129159 -82.5785 1 0 0.00208038 -68.1524 0.160408 100.919 0.0130951 -168.402 0.00107721 -75.158 0.00840975 -172.517 0.129159 97.4215 0.00107721 104.842 1 0 0.00840975 7.48273 0.00185748 111.848 1 0 0.011692 11.5982 0 0 5.04585e-06 7.48273 5.92434e-10 -91.0375 0.000371986 20.1878 0.000594974 -172.579 0 0 
7924.83 0.00100461 104.499 0.126189 -82.7501 1 0 0.00194116 -68.6555 0.156766 100.668 0.0124973 -168.674 0.00100461 -75.5011 0.00802452 -172.693 0.126189 97.2499 0.00100461 104.499 1 0 0.00802452 7.30701 0.00173318 111.344 1 0 0.0111583 11.3259 0 0 4.81471e-06 7.30701 6.06275e-10 -91.015 0.000372123 19.7226 0.000595203 -172.751 0 0 
8111.31 0.000936905 104.164 0.123288 -82.9177 1 0 0.00181122 -69.1471 0.153204 100.422 0.0119269 -168.94 0.000936905 -75.8362 0.00765706 -172.864 0.123288 97.0823 0.000936905 104.164 1 0 0.00765706 7.13558 0.00161716 110.853 1 0 0.010649 11.0602 0 0 4.59424e-06 7.13558 6.20444e-10 -90.9929 0.000372253 19.2682 0.000595422 -172.918 0 0 
