f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f jL0102m jL0102f jV1400m jV1400f jV1600m jV1600f jV0300m jV0300f jV1100m jV1100f 
40.3702 0.5 -4.62734 0.500003 0.00375738 1 0 0.451986 176.064 0.464641 -179.684 0.506434 -2.28468 0.5 175.373 0.500407 -2.31556 0.500003 -179.996 0.5 -4.62734 1 -0 0.500407 177.684 0.403559 -3.9364 1 -0 0.452173 177.715 0 0 0.000300244 177.684 3.24266e-12 -89.9839 1.17778e-06 -97.0668 0.000299998 179.996 0 0 
41.3201 0.5 -4.73629 0.500003 0.00402829 1 0 0.451983 175.971 0.464655 -179.677 0.506441 -2.33851 0.5 175.264 0.500427 -2.37017 0.500003 -179.996 0.5 -4.73629 1 -0 0.500427 177.63 0.403556 -4.02907 1 -0 0.45218 177.661 0 0 0.000300256 177.63 3.31897e-12 -89.9836 1.20613e-06 -97.23 0.000299998 179.996 0 0 
42.2924 0.5 -4.84781 0.500003 0.00431869 1 0 0.45198 175.876 0.464668 -179.669 0.506448 -2.3936 0.5 175.152 0.500447 -2.42607 0.500003 -179.996 0.5 -4.84781 1 -0 0.500447 177.574 0.403553 -4.12392 1 -0 0.452186 177.606 0 0 0.000300268 177.574 3.39707e-12 -89.9832 1.23519e-06 -97.3969 0.000299998 179.996 0 0 
43.2876 0.5 -4.96195 0.500004 0.00463 1 0 0.451977 175.779 0.464683 -179.662 0.506456 -2.45 0.5 175.038 0.500468 -2.4833 0.500004 -179.995 0.5 -4.96195 1 -0 0.500468 177.517 0.40355 -4.221 1 -0 0.452193 177.55 0 0 0.000300281 177.517 3.47701e-12 -89.9828 1.26498e-06 -97.5677 0.000299998 179.995 0 0 
44.3062 0.5 -5.07879 0.500004 0.0049637 1 0 0.451973 175.68 0.464698 -179.654 0.506463 -2.50772 0.5 174.921 0.500491 -2.54189 0.500004 -179.995 0.5 -5.07879 1 -0 0.500491 177.458 0.403548 -4.32038 1 -0 0.452199 177.492 0 0 0.000300294 177.458 3.55883e-12 -89.9824 1.29552e-06 -97.7424 0.000299998 179.995 0 0 
45.3488 0.5 -5.19838 0.500004 0.00532141 1 0 0.45197 175.578 0.464713 -179.646 0.506472 -2.56682 0.5 174.802 0.500514 -2.60186 0.500004 -179.995 0.5 -5.19838 1 -0 0.500514 177.398 0.403544 -4.42209 1 -0 0.452207 177.433 0 0 0.000300308 177.398 3.64258e-12 -89.982 1.32684e-06 -97.9211 0.000299997 179.995 0 0 
46.4159 0.5 -5.32079 0.500005 0.00570485 1 0 0.451966 175.474 0.46473 -179.637 0.50648 -2.6273 0.5 174.679 0.500538 -2.66326 0.500005 -179.994 0.5 -5.32079 1 -0 0.500538 177.337 0.403541 -4.52621 1 -0 0.452214 177.373 0 0 0.000300323 177.337 3.7283e-12 -89.9815 1.35896e-06 -98.104 0.000299997 179.994 0 0 
47.5081 0.5 -5.44609 0.500005 0.00611586 1 0 0.451962 175.367 0.464747 -179.629 0.506489 -2.68922 0.5 174.554 0.500564 -2.72611 0.500005 -179.994 0.5 -5.44609 1 -0 0.500564 177.274 0.403538 -4.63277 1 -0 0.452222 177.311 0 0 0.000300338 177.274 3.81604e-12 -89.9811 1.3919e-06 -98.2909 0.000299997 179.994 0 0 
48.626 0.5 -5.57434 0.500006 0.00655641 1 0 0.451958 175.258 0.464765 -179.62 0.506498 -2.7526 0.5 174.426 0.500591 -2.79046 0.500006 -179.993 0.5 -5.57434 1 -0 0.500591 177.21 0.403534 -4.74185 1 -0 0.452231 177.247 0 0 0.000300354 177.21 3.90585e-12 -89.9807 1.42568e-06 -98.4822 0.000299997 179.993 0 0 
49.7702 0.5 -5.70562 0.500006 0.00702863 1 0 0.451954 175.146 0.464784 -179.611 0.506508 -2.81749 0.5 174.294 0.500619 -2.85634 0.500006 -179.993 0.5 -5.70562 1 -0 0.500619 177.144 0.40353 -4.85351 1 -0 0.45224 177.183 0 0 0.000300371 177.144 3.99776e-12 -89.9802 1.46033e-06 -98.6778 0.000299996 179.993 0 0 
50.9414 0.5 -5.83999 0.500007 0.00753477 1 0 0.45195 175.032 0.464804 -179.602 0.506519 -2.8839 0.5 174.16 0.500648 -2.92378 0.500007 -179.992 0.5 -5.83999 1 -0 0.500648 177.076 0.403526 -4.96779 1 -0 0.452249 177.116 0 0 0.000300389 177.076 4.09184e-12 -89.9797 1.49587e-06 -98.8778 0.000299996 179.992 0 0 
52.1401 0.5 -5.97753 0.500007 0.00807727 1 0 0.451945 174.915 0.464825 -179.592 0.506529 -2.95189 0.5 174.022 0.500679 -2.99283 0.500007 -179.992 0.5 -5.97753 1 -0 0.500679 177.007 0.403522 -5.08477 1 -0 0.452258 177.048 0 0 0.000300408 177.007 4.18814e-12 -89.9793 1.53234e-06 -99.0824 0.000299996 179.992 0 0 
53.367 0.5 -6.11832 0.500008 0.00865873 1 0 0.45194 174.795 0.464847 -179.583 0.506541 -3.02148 0.5 173.882 0.500711 -3.06352 0.500008 -179.991 0.5 -6.11832 1 -0 0.500711 176.936 0.403518 -5.2045 1 -0 0.452268 176.979 0 0 0.000300427 176.936 4.2867e-12 -89.9788 1.56976e-06 -99.2916 0.000299995 179.991 0 0 
54.6228 0.5 -6.26244 0.500009 0.00928192 1 0 0.451935 174.673 0.46487 -179.573 0.506552 -3.09273 0.5 173.738 0.500745 -3.13589 0.500009 -179.991 0.5 -6.26244 1 -0 0.500745 176.864 0.403513 -5.32706 1 -0 0.452279 176.907 0 0 0.000300447 176.864 4.38758e-12 -89.9783 1.60815e-06 -99.5055 0.000299995 179.991 0 0 
55.9081 0.5 -6.40995 0.50001 0.00994984 1 0 0.45193 174.547 0.464894 -179.563 0.506565 -3.16566 0.5 173.59 0.500781 -3.20998 0.50001 -179.99 0.5 -6.40995 1 -0 0.500781 176.79 0.403509 -5.45251 1 -0 0.45229 176.834 0 0 0.000300468 176.79 4.49083e-12 -89.9778 1.64755e-06 -99.7242 0.000299994 179.99 0 0 
57.2237 0.5 -6.56095 0.500011 0.0106657 1 0 0.451924 174.419 0.464919 -179.553 0.506578 -3.24031 0.5 173.439 0.500818 -3.28584 0.500011 -179.989 0.5 -6.56095 1 -0 0.500818 176.714 0.403504 -5.58092 1 -0 0.452302 176.76 0 0 0.000300491 176.714 4.59652e-12 -89.9772 1.68799e-06 -99.9479 0.000299994 179.989 0 0 
58.5702 0.5 -6.71551 0.500012 0.0114328 1 0 0.451918 174.288 0.464945 -179.542 0.506591 -3.31674 0.5 173.284 0.500857 -3.36351 0.500012 -179.989 0.5 -6.71551 1 -0 0.500857 176.636 0.403499 -5.71236 1 -0 0.452314 176.683 0 0 0.000300514 176.636 4.70469e-12 -89.9767 1.72951e-06 -100.176 0.000299993 179.989 0 0 
59.9484 0.5 -6.87372 0.500013 0.012255 1 0 0.451912 174.153 0.464973 -179.531 0.506606 -3.39497 0.5 173.126 0.500898 -3.44303 0.500013 -179.988 0.5 -6.87372 1 -0 0.500898 176.557 0.403493 -5.8469 1 -0 0.452326 176.605 0 0 0.000300539 176.557 4.81542e-12 -89.9761 1.77213e-06 -100.41 0.000299992 179.988 0 0 
61.3591 0.5 -7.03567 0.500014 0.0131361 1 0 0.451906 174.015 0.465002 -179.52 0.50662 -3.47507 0.5 172.964 0.50094 -3.52445 0.500014 -179.987 0.5 -7.03567 1 -0 0.50094 176.476 0.403487 -5.98462 1 -0 0.45234 176.525 0 0 0.000300564 176.476 4.92874e-12 -89.9756 1.81589e-06 -100.649 0.000299992 179.987 0 0 
62.8029 0.5 -7.20144 0.500016 0.0140802 1 0 0.451899 173.874 0.465032 -179.509 0.506636 -3.55706 0.5 172.799 0.500985 -3.60782 0.500016 -179.986 0.5 -7.20144 1 -0 0.500985 176.392 0.403481 -6.12558 1 -0 0.452354 176.443 0 0 0.000300591 176.392 5.04474e-12 -89.975 1.86083e-06 -100.893 0.000299991 179.986 0 0 
64.2807 0.5 -7.37113 0.500017 0.015092 1 0 0.451892 173.73 0.465064 -179.498 0.506652 -3.64099 0.5 172.629 0.501032 -3.69318 0.500017 -179.985 0.5 -7.37113 1 -0 0.501032 176.307 0.403475 -6.26988 1 -0 0.452368 176.359 0 0 0.000300619 176.307 5.16346e-12 -89.9744 1.90698e-06 -101.143 0.00029999 179.985 0 0 
65.7933 0.5 -7.54483 0.500019 0.0161762 1 0 0.451885 173.582 0.465098 -179.486 0.506669 -3.72692 0.5 172.455 0.501081 -3.78058 0.500019 -179.984 0.5 -7.54483 1 -0 0.501081 176.219 0.403468 -6.41757 1 -0 0.452383 176.273 0 0 0.000300649 176.219 5.28498e-12 -89.9738 1.95439e-06 -101.398 0.000299989 179.984 0 0 
67.3415 0.5 -7.72264 0.500021 0.0173379 1 0 0.451877 173.431 0.465133 -179.474 0.506687 -3.81489 0.5 172.277 0.501132 -3.87007 0.500021 -179.983 0.5 -7.72264 1 -0 0.501132 176.13 0.403462 -6.56876 1 -0 0.452399 176.185 0 0 0.000300679 176.13 5.40936e-12 -89.9732 2.0031e-06 -101.659 0.000299988 179.983 0 0 
68.9261 0.5 -7.90465 0.500023 0.0185827 1 0 0.451869 173.276 0.465169 -179.461 0.506706 -3.90495 0.5 172.095 0.501186 -3.9617 0.500023 -179.981 0.5 -7.90465 1 -0 0.501186 176.038 0.403454 -6.72352 1 -0 0.452416 176.095 0 0 0.000300712 176.038 5.53667e-12 -89.9726 2.05316e-06 -101.925 0.000299987 179.981 0 0 
70.548 0.5 -8.09096 0.500025 0.0199165 1 0 0.45186 173.118 0.465208 -179.449 0.506726 -3.99715 0.5 171.909 0.501243 -4.05554 0.500025 -179.98 0.5 -8.09096 1 -0 0.501243 175.944 0.403447 -6.88193 1 -0 0.452434 176.003 0 0 0.000300746 175.944 5.66698e-12 -89.9719 2.10459e-06 -102.198 0.000299985 179.98 0 0 
72.2081 0.5 -8.28168 0.500027 0.0213454 1 0 0.451851 172.956 0.465248 -179.436 0.506746 -4.09154 0.5 171.718 0.501302 -4.15163 0.500027 -179.979 0.5 -8.28168 1 -0 0.501302 175.848 0.403439 -7.04408 1 -0 0.452452 175.908 0 0 0.000300781 175.848 5.80036e-12 -89.9712 2.15747e-06 -102.476 0.000299984 179.979 0 0 
73.9072 0.5 -8.47691 0.50003 0.0228764 1 0 0.451842 172.79 0.46529 -179.422 0.506768 -4.18817 0.5 171.523 0.501364 -4.25002 0.50003 -179.977 0.5 -8.47691 1 -0 0.501364 175.75 0.40343 -7.21007 1 -0 0.452471 175.812 0 0 0.000300818 175.75 5.93687e-12 -89.9706 2.21183e-06 -102.76 0.000299982 179.977 0 0 
75.6463 0.5 -8.67676 0.500033 0.0245166 1 0 0.451832 172.62 0.465334 -179.409 0.50679 -4.28711 0.5 171.323 0.501429 -4.35078 0.500033 -179.975 0.5 -8.67676 1 -0 0.501429 175.649 0.403422 -7.37997 1 -0 0.452491 175.713 0 0 0.000300857 175.649 6.0766e-12 -89.9699 2.26772e-06 -103.05 0.00029998 179.975 0 0 
77.4264 0.5 -8.88134 0.500036 0.0262737 1 0 0.451822 172.446 0.465381 -179.395 0.506814 -4.3884 0.5 171.119 0.501496 -4.45397 0.500036 -179.974 0.5 -8.88134 1 -0 0.501496 175.546 0.403412 -7.55389 1 -0 0.452512 175.612 0 0 0.000300898 175.546 6.21962e-12 -89.9692 2.32521e-06 -103.347 0.000299979 179.974 0 0 
79.2483 0.5 -9.09077 0.500039 0.0281559 1 0 0.451811 172.268 0.46543 -179.381 0.506838 -4.4921 0.5 170.909 0.501568 -4.55964 0.500039 -179.972 0.5 -9.09077 1 -0 0.501568 175.44 0.403403 -7.73193 1 -0 0.452534 175.508 0 0 0.000300941 175.44 6.36601e-12 -89.9684 2.38434e-06 -103.65 0.000299976 179.972 0 0 
81.1131 0.5 -9.30515 0.500043 0.0301721 1 0 0.4518 172.086 0.465481 -179.366 0.506864 -4.59828 0.5 170.695 0.501642 -4.66787 0.500043 -179.97 0.5 -9.30515 1 -0 0.501642 175.332 0.403393 -7.91417 1 -0 0.452557 175.402 0 0 0.000300985 175.332 6.51584e-12 -89.9677 2.44519e-06 -103.959 0.000299974 179.97 0 0 
83.0218 0.5 -9.52462 0.500047 0.0323318 1 0 0.451788 171.899 0.465534 -179.351 0.506891 -4.70699 0.5 170.475 0.50172 -4.7787 0.500047 -179.968 0.5 -9.52462 1 -0 0.50172 175.221 0.403382 -8.10073 1 -0 0.452582 175.293 0 0 0.000301032 175.221 6.6692e-12 -89.9669 2.5078e-06 -104.275 0.000299972 179.968 0 0 
84.9753 0.5 -9.74929 0.500052 0.0346449 1 0 0.451775 171.708 0.46559 -179.336 0.50692 -4.81829 0.5 170.251 0.501802 -4.89222 0.500052 -179.965 0.5 -9.74929 1 -0 0.501802 175.108 0.403371 -8.2917 1 -0 0.452607 175.182 0 0 0.000301081 175.108 6.82618e-12 -89.9661 2.57226e-06 -104.597 0.000299969 179.965 0 0 
86.9749 0.5 -9.97928 0.500057 0.0371223 1 0 0.451762 171.513 0.465649 -179.32 0.506949 -4.93225 0.5 170.021 0.501887 -5.00849 0.500057 -179.963 0.5 -9.97928 1 -0 0.501887 174.992 0.403359 -8.48718 1 -0 0.452633 175.068 0 0 0.000301132 174.992 6.98685e-12 -89.9653 2.63861e-06 -104.927 0.000299966 179.963 0 0 
89.0215 0.5 -10.2147 0.500063 0.0397755 1 0 0.451749 171.313 0.465711 -179.304 0.50698 -5.04893 0.5 169.785 0.501977 -5.12757 0.500063 -179.96 0.5 -10.2147 1 -0 0.501977 174.872 0.403347 -8.6873 1 -0 0.452661 174.951 0 0 0.000301186 174.872 7.1513e-12 -89.9645 2.70695e-06 -105.263 0.000299963 179.96 0 0 
91.1163 0.5 -10.4558 0.500069 0.0426167 1 0 0.451734 171.108 0.465775 -179.288 0.507013 -5.16841 0.5 169.544 0.502071 -5.24955 0.500069 -179.957 0.5 -10.4558 1 -0 0.502071 174.75 0.403334 -8.89215 1 -0 0.45269 174.832 0 0 0.000301243 174.75 7.31963e-12 -89.9637 2.77735e-06 -105.606 0.000299959 179.957 0 0 
93.2603 0.5 -10.7025 0.500075 0.0456591 1 0 0.451719 170.898 0.465843 -179.271 0.507047 -5.29075 0.5 169.297 0.50217 -5.37449 0.500075 -179.954 0.5 -10.7025 1 -0 0.50217 174.626 0.403321 -9.10185 1 -0 0.45272 174.709 0 0 0.000301302 174.626 7.49192e-12 -89.9628 2.84988e-06 -105.956 0.000299955 179.954 0 0 
95.4548 0.5 -10.9551 0.500083 0.0489168 1 0 0.451704 170.683 0.465914 -179.254 0.507082 -5.41601 0.5 169.045 0.502273 -5.50248 0.500083 -179.951 0.5 -10.9551 1 -0 0.502273 174.498 0.403307 -9.31652 1 -0 0.452752 174.584 0 0 0.000301364 174.498 7.66827e-12 -89.9619 2.92462e-06 -106.313 0.000299951 179.951 0 0 
97.701 0.5 -11.2137 0.500091 0.0524047 1 0 0.451687 170.464 0.465989 -179.237 0.50712 -5.54428 0.5 168.786 0.50238 -5.63358 0.500091 -179.948 0.5 -11.2137 1 -0 0.50238 174.366 0.403292 -9.53628 1 -0 0.452785 174.456 0 0 0.000301428 174.366 7.84878e-12 -89.961 3.00168e-06 -106.678 0.000299946 179.948 0 0 
100 0.5 -11.4785 0.5001 0.0561388 1 0 0.45167 170.239 0.466067 -179.219 0.507159 -5.67563 0.5 168.522 0.502494 -5.76789 0.5001 -179.944 0.5 -11.4785 1 -0 0.502494 174.232 0.403276 -9.76125 1 -0 0.45282 174.324 0 0 0.000301496 174.232 8.03354e-12 -89.9601 3.08114e-06 -107.05 0.00029994 179.944 0 0 
102.353 0.5 -11.7495 0.500109 0.0601361 1 0 0.451651 170.008 0.466149 -179.2 0.5072 -5.81013 0.5 168.25 0.502612 -5.90549 0.500109 -179.94 0.5 -11.7495 1 -0 0.502612 174.095 0.40326 -9.99155 1 -0 0.452857 174.19 0 0 0.000301567 174.095 8.22265e-12 -89.9592 3.1631e-06 -107.429 0.000299935 179.94 0 0 
104.762 0.5 -12.027 0.50012 0.0644149 1 0 0.451632 169.773 0.466235 -179.181 0.507242 -5.94786 0.5 167.973 0.502736 -6.04646 0.50012 -179.936 0.5 -12.027 1 -0 0.502736 173.954 0.403243 -10.2273 1 -0 0.452895 174.052 0 0 0.000301642 173.954 8.41621e-12 -89.9582 3.24767e-06 -107.817 0.000299928 179.936 0 0 
107.227 0.5 -12.3112 0.500132 0.0689945 1 0 0.451612 169.531 0.466326 -179.162 0.507287 -6.08891 0.5 167.689 0.502866 -6.1909 0.500132 -179.931 0.5 -12.3112 1 -0 0.502866 173.809 0.403225 -10.4687 1 -0 0.452935 173.911 0 0 0.000301719 173.809 8.61434e-12 -89.9572 3.33494e-06 -108.211 0.000299921 179.931 0 0 
109.75 0.5 -12.602 0.500145 0.0738957 1 0 0.451591 169.284 0.46642 -179.143 0.507334 -6.23336 0.5 167.398 0.503002 -6.33889 0.500145 -179.926 0.5 -12.602 1 -0 0.503002 173.661 0.403206 -10.7158 1 -0 0.452976 173.767 0 0 0.000301801 173.661 8.81713e-12 -89.9562 3.42505e-06 -108.614 0.000299914 179.926 0 0 
112.332 0.499999 -12.8998 0.500159 0.0791406 1 0 0.451569 169.031 0.46652 -179.122 0.507383 -6.38129 0.499999 167.1 0.503144 -6.49052 0.500159 -179.921 0.499999 -12.8998 1 -0 0.503144 173.509 0.403187 -10.9687 1 -0 0.45302 173.619 0 0 0.000301887 173.509 9.0247e-12 -89.9552 3.51811e-06 -109.024 0.000299905 179.921 0 0 
114.976 0.499999 -13.2047 0.500174 0.0847526 1 0 0.451546 168.772 0.466624 -179.102 0.507434 -6.53279 0.499999 166.795 0.503293 -6.64591 0.500174 -179.915 0.499999 -13.2047 1 -0 0.503293 173.354 0.403166 -11.2277 1 -0 0.453066 173.467 0 0 0.000301976 173.354 9.23716e-12 -89.9541 3.61424e-06 -109.442 0.000299896 179.915 0 0 
117.681 0.499999 -13.5169 0.500191 0.0907568 1 0 0.451521 168.507 0.466733 -179.081 0.507487 -6.68795 0.499999 166.483 0.50345 -6.80515 0.500191 -179.909 0.499999 -13.5169 1 -0 0.50345 173.195 0.403144 -11.4928 1 -0 0.453114 173.312 0 0 0.00030207 173.195 9.45463e-12 -89.953 3.71358e-06 -109.868 0.000299886 179.909 0 0 
120.45 0.499999 -13.8366 0.50021 0.0971799 1 0 0.451496 168.236 0.466848 -179.059 0.507543 -6.84687 0.499999 166.163 0.503613 -6.96834 0.50021 -179.903 0.499999 -13.8366 1 -0 0.503613 173.032 0.403121 -11.7643 1 -0 0.453164 173.153 0 0 0.000302168 173.032 9.67723e-12 -89.9519 3.81629e-06 -110.303 0.000299875 179.903 0 0 
123.285 0.499999 -14.1638 0.50023 0.10405 1 0 0.451469 167.958 0.466969 -179.037 0.507602 -7.00964 0.499999 165.836 0.503785 -7.13559 0.50023 -179.896 0.499999 -14.1638 1 -0 0.503785 172.864 0.403097 -12.0422 1 -0 0.453216 172.99 0 0 0.000302271 172.864 9.90507e-12 -89.9508 3.92249e-06 -110.745 0.000299863 179.896 0 0 
126.186 0.499999 -14.4989 0.500252 0.111398 1 0 0.451441 167.673 0.467095 -179.015 0.507663 -7.17636 0.499999 165.501 0.503964 -7.30702 0.500252 -179.889 0.499999 -14.4989 1 -0 0.503964 172.693 0.403072 -12.3267 1 -0 0.453271 172.824 0 0 0.000302378 172.693 1.01383e-11 -89.9496 4.03237e-06 -111.196 0.00029985 179.888 0 0 
129.155 0.499999 -14.842 0.500277 0.119256 1 0 0.451411 167.382 0.467228 -178.992 0.507727 -7.34712 0.499999 165.158 0.504152 -7.48274 0.500277 -179.881 0.499999 -14.842 1 -0 0.504152 172.517 0.403046 -12.618 1 -0 0.453328 172.653 0 0 0.000302491 172.517 1.0377e-11 -89.9484 4.14607e-06 -111.655 0.000299835 179.881 0 0 
132.194 0.499999 -15.1934 0.500304 0.127657 1 0 0.45138 167.084 0.467367 -178.968 0.507794 -7.52205 0.499999 164.807 0.504349 -7.66287 0.500304 -179.872 0.499999 -15.1934 1 -0 0.504349 172.337 0.403018 -12.9162 1 -0 0.453388 172.478 0 0 0.000302609 172.337 1.06213e-11 -89.9472 4.26379e-06 -112.123 0.000299819 179.872 0 0 
135.305 0.499998 -15.5531 0.500334 0.136638 1 0 0.451347 166.778 0.467514 -178.944 0.507864 -7.70124 0.499998 164.447 0.504555 -7.84753 0.500334 -179.863 0.499998 -15.5531 1 -0 0.504555 172.152 0.402989 -13.2215 1 -0 0.45345 172.299 0 0 0.000302733 172.152 1.08714e-11 -89.9459 4.38571e-06 -112.599 0.000299802 179.863 0 0 
138.489 0.499998 -15.9215 0.500366 0.146238 1 0 0.451313 166.466 0.467667 -178.919 0.507938 -7.8848 0.499998 164.078 0.50477 -8.03685 0.500366 -179.854 0.499998 -15.9215 1 -0 0.50477 171.963 0.402958 -13.5342 1 -0 0.453516 172.115 0 0 0.000302862 171.963 1.11274e-11 -89.9447 4.51203e-06 -113.083 0.000299782 179.854 0 0 
141.747 0.499998 -16.2988 0.500402 0.156497 1 0 0.451277 166.146 0.467829 -178.894 0.508014 -8.07285 0.499998 163.701 0.504996 -8.23097 0.500402 -179.844 0.499998 -16.2988 1 -0 0.504996 171.769 0.402926 -13.8542 1 -0 0.453584 171.927 0 0 0.000302998 171.769 1.13895e-11 -89.9434 4.64297e-06 -113.576 0.000299761 179.843 0 0 
145.083 0.499998 -16.6851 0.500441 0.167459 1 0 0.451239 165.818 0.467998 -178.868 0.508094 -8.26551 0.499998 163.315 0.505233 -8.43002 0.500441 -179.833 0.499998 -16.6851 1 -0 0.505233 171.57 0.402892 -14.182 1 -0 0.453656 171.734 0 0 0.00030314 171.57 1.16577e-11 -89.942 4.77873e-06 -114.078 0.000299738 179.832 0 0 
148.497 0.499997 -17.0807 0.500483 0.179169 1 0 0.451199 165.482 0.468176 -178.842 0.508178 -8.46289 0.499997 162.919 0.50548 -8.63414 0.500483 -179.821 0.499997 -17.0807 1 -0 0.50548 171.366 0.402856 -14.5176 1 -0 0.45373 171.537 0 0 0.000303288 171.366 1.19322e-11 -89.9406 4.91957e-06 -114.589 0.000299713 179.82 0 0 
151.991 0.499997 -17.4858 0.50053 0.191677 1 0 0.451157 165.139 0.468363 -178.815 0.508265 -8.66513 0.499997 162.514 0.505739 -8.84349 0.50053 -179.808 0.499997 -17.4858 1 -0 0.505739 171.157 0.402819 -14.8612 1 -0 0.453808 171.335 0 0 0.000303444 171.157 1.22133e-11 -89.9392 5.06573e-06 -115.108 0.000299685 179.808 0 0 
155.568 0.499996 -17.9007 0.500582 0.205033 1 0 0.451113 164.787 0.468559 -178.787 0.508357 -8.87234 0.499996 162.099 0.506011 -9.05821 0.500582 -179.795 0.499996 -17.9007 1 -0 0.506011 170.942 0.40278 -15.213 1 -0 0.45389 171.128 0 0 0.000303606 170.942 1.25009e-11 -89.9378 5.21747e-06 -115.636 0.000299655 179.794 0 0 
159.228 0.499996 -18.3256 0.500638 0.219293 1 0 0.451067 164.427 0.468765 -178.759 0.508452 -9.08468 0.499996 161.674 0.506295 -9.27847 0.500638 -179.781 0.499996 -18.3256 1 -0 0.506295 170.722 0.402739 -15.5733 1 -0 0.453975 170.915 0 0 0.000303777 170.722 1.27954e-11 -89.9363 5.37509e-06 -116.173 0.000299621 179.78 0 0 
162.975 0.499995 -18.7608 0.5007 0.234513 1 0 0.451019 164.058 0.468981 -178.73 0.508552 -9.30226 0.499995 161.239 0.506592 -9.50443 0.5007 -179.765 0.499995 -18.7608 1 -0 0.506592 170.496 0.402695 -15.9422 1 -0 0.454064 170.698 0 0 0.000303955 170.496 1.30967e-11 -89.9348 5.53887e-06 -116.719 0.000299585 179.765 0 0 
166.81 0.499995 -19.2066 0.500768 0.250754 1 0 0.450967 163.68 0.469209 -178.701 0.508656 -9.52524 0.499995 160.793 0.506903 -9.73627 0.500768 -179.749 0.499995 -19.2066 1 -0 0.506903 170.264 0.402649 -16.32 1 -0 0.454157 170.475 0 0 0.000304142 170.264 1.34052e-11 -89.9333 5.70914e-06 -117.274 0.000299545 179.748 0 0 
170.735 0.499994 -19.6631 0.500843 0.26808 1 0 0.450914 163.293 0.469448 -178.67 0.508765 -9.75377 0.499994 160.337 0.507229 -9.97415 0.500843 -179.732 0.499994 -19.6631 1 -0 0.507229 170.026 0.402601 -16.7069 1 -0 0.454254 170.246 0 0 0.000304337 170.026 1.3721e-11 -89.9317 5.88622e-06 -117.838 0.000299501 179.731 0 0 
174.753 0.499993 -20.1308 0.500925 0.286559 1 0 0.450857 162.897 0.469699 -178.64 0.508879 -9.98798 0.499993 159.869 0.50757 -10.2183 0.500925 -179.713 0.499993 -20.1308 1 -0 0.50757 169.782 0.402551 -17.103 1 -0 0.454356 170.012 0 0 0.000304542 169.782 1.40443e-11 -89.9301 6.07049e-06 -118.41 0.000299453 179.712 0 0 
178.865 0.499992 -20.6098 0.501014 0.30626 1 0 0.450797 162.491 0.469964 -178.608 0.508997 -10.228 0.499992 159.39 0.507927 -10.4688 0.501014 -179.694 0.499992 -20.6098 1 -0 0.507927 169.531 0.402498 -17.5088 1 -0 0.454462 169.772 0 0 0.000304756 169.531 1.43752e-11 -89.9284 6.2623e-06 -118.992 0.0002994 179.693 0 0 
183.074 0.499991 -21.1005 0.501113 0.327258 1 0 0.450735 162.076 0.470241 -178.576 0.509121 -10.4741 0.499991 158.899 0.5083 -10.726 0.501113 -179.673 0.499991 -21.1005 1 -0 0.5083 169.274 0.402442 -17.9243 1 -0 0.454572 169.526 0 0 0.00030498 169.274 1.47139e-11 -89.9267 6.46208e-06 -119.583 0.000299342 179.671 0 0 
187.382 0.499989 -21.6032 0.50122 0.34963 1 0 0.450669 161.65 0.470533 -178.543 0.50925 -10.7264 0.499989 158.397 0.508691 -10.9901 0.50122 -179.65 0.499989 -21.6032 1 -0 0.508691 169.01 0.402383 -18.3498 1 -0 0.454688 169.274 0 0 0.000305215 169.01 1.50606e-11 -89.925 6.67023e-06 -120.183 0.000299279 179.649 0 0 
191.791 0.499988 -22.1182 0.501339 0.373459 1 0 0.450599 161.214 0.47084 -178.51 0.509385 -10.985 0.499988 157.882 0.5091 -11.2612 0.501339 -179.627 0.499988 -22.1182 1 -0 0.5091 168.739 0.402321 -18.7856 1 -0 0.454808 169.015 0 0 0.00030546 168.739 1.54155e-11 -89.9232 6.88722e-06 -120.792 0.00029921 179.625 0 0 
196.304 0.499986 -22.6458 0.501468 0.398828 1 0 0.450526 160.768 0.471163 -178.476 0.509526 -11.2501 0.499986 157.354 0.509528 -11.5396 0.501468 -179.601 0.499986 -22.6458 1 -0 0.509528 168.46 0.402256 -19.2319 1 -0 0.454934 168.75 0 0 0.000305717 168.46 1.57788e-11 -89.9214 7.11352e-06 -121.41 0.000299134 179.599 0 0 
200.923 0.499984 -23.1863 0.501611 0.425825 1 0 0.450449 160.311 0.471503 -178.441 0.509672 -11.522 0.499984 156.814 0.509976 -11.8255 0.501611 -179.574 0.499984 -23.1863 1 -0 0.509976 168.174 0.402187 -19.6891 1 -0 0.455064 168.478 0 0 0.000305986 168.174 1.61506e-11 -89.9196 7.34965e-06 -122.038 0.00029905 179.571 0 0 
205.651 0.499981 -23.7402 0.501766 0.454544 1 0 0.450368 159.843 0.47186 -178.406 0.509825 -11.8007 0.499981 156.26 0.510444 -12.1193 0.501766 -179.545 0.499981 -23.7402 1 -0 0.510444 167.881 0.402114 -20.1574 1 -0 0.455201 168.199 0 0 0.000306267 167.881 1.65313e-11 -89.9177 7.59614e-06 -122.674 0.000298959 179.542 0 0 
