f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f jL0200m jL0200f jL0110m jL0110f jL0800m jL0800f jV0300m jV0300f jV1000m jV1000f jV0700m jV0700f jV1100m jV1100f jV0900m jV0900f 
5820 9.93223 -6.67429 9.64584 15.2943 10 -0 9.98312 3.32991 4.97113 9.48941 5.02904 -59.8077 10 -0 4.97954 6.1595 10 -0 10 -0 10 -0 0.000263777 -74.7057 0.000993223 173.326 0.000136171 -83.8405 0.000263777 105.294 0.000993223 173.326 0.00864342 -149.808 0.000998312 -176.67 0.00050774 173.96
5830 9.932 -6.68565 9.64699 15.2693 10 -0 9.98317 3.32421 4.97123 9.47317 5.02259 -59.8504 10 -0 4.97961 6.14896 10 -0 10 -0 10 -0 0.000263356 -74.7307 0.0009932 173.314 0.00013594 -83.851 0.000263356 105.269 0.0009932 173.314 0.00864717 -149.85 0.000998317 -176.676 0.000507714 173.97
5840 9.93177 -6.69701 9.64813 15.2444 10 -0 9.98323 3.31853 4.97132 9.45699 5.01616 -59.8931 10 -0 4.97968 6.13845 10 -0 10 -0 10 -0 0.000262936 -74.7556 0.000993177 173.303 0.000135709 -83.8615 0.000262936 105.244 0.000993177 173.303 0.00865091 -149.893 0.000998323 -176.681 0.000507688 173.98
5850 9.93154 -6.70838 9.64927 15.2195 10 -0 9.98329 3.31287 4.97142 9.44086 5.00973 -59.9356 10 -0 4.97974 6.12799 10 -0 10 -0 10 -0 0.000262518 -74.7805 0.000993154 173.292 0.000135479 -83.872 0.000262518 105.22 0.000993154 173.292 0.00865463 -149.936 0.000998329 -176.687 0.000507662 173.989
5860 9.9313 -6.71974 9.65041 15.1947 10 -0 9.98335 3.30723 4.97152 9.42479 5.00333 -59.978 10 -0 4.97981 6.11756 10 -0 10 -0 10 -0 0.000262101 -74.8053 0.00099313 173.28 0.000135249 -83.8824 0.000262101 105.195 0.00099313 173.28 0.00865833 -149.978 0.000998335 -176.693 0.000507636 173.999
5870 9.93107 -6.7311 9.65153 15.1701 10 -0 9.9834 3.30161 4.97162 9.40877 4.99693 -60.0203 10 -0 4.97988 6.10716 10 -0 10 -0 10 -0 0.000261685 -74.8299 0.000993107 173.269 0.000135021 -83.8928 0.000261685 105.17 0.000993107 173.269 0.00866202 -150.02 0.00099834 -176.698 0.00050761 174.009
5880 9.93084 -6.74246 9.65266 15.1454 10 -0 9.98346 3.29601 4.97171 9.39281 4.99055 -60.0625 10 -0 4.97995 6.0968 10 -0 10 -0 10 -0 0.00026127 -74.8546 0.000993084 173.258 0.000134793 -83.9032 0.00026127 105.145 0.000993084 173.258 0.0086657 -150.062 0.000998346 -176.704 0.000507585 174.019
5890 9.93061 -6.75382 9.65378 15.1209 10 -0 9.98351 3.29042 4.97181 9.3769 4.98419 -60.1046 10 -0 4.98002 6.08648 10 -0 10 -0 10 -0 0.000260857 -74.8791 0.000993061 173.246 0.000134566 -83.9135 0.000260857 105.121 0.000993061 173.246 0.00866936 -150.105 0.000998351 -176.71 0.00050756 174.029
5900 9.93037 -6.76518 9.65489 15.0964 10 -0 9.98357 3.28486 4.9719 9.36104 4.97783 -60.1465 10 -0 4.98009 6.07619 10 -0 10 -0 10 -0 0.000260445 -74.9036 0.000993037 173.235 0.00013434 -83.9238 0.000260445 105.096 0.000993037 173.235 0.00867301 -150.147 0.000998357 -176.715 0.000507534 174.038
5910 9.93014 -6.77654 9.656 15.0721 10 -0 9.98363 3.27931 4.972 9.34524 4.97149 -60.1884 10 -0 4.98015 6.06593 10 -0 10 -0 10 -0 0.000260034 -74.9279 0.000993014 173.223 0.000134114 -83.9341 0.000260034 105.072 0.000993014 173.223 0.00867665 -150.188 0.000998363 -176.721 0.000507509 174.048
5920 9.9299 -6.7879 9.6571 15.0478 10 -0 9.98368 3.27379 4.97209 9.32949 4.96517 -60.2302 10 -0 4.98022 6.05571 10 -0 10 -0 10 -0 0.000259624 -74.9522 0.00099299 173.212 0.00013389 -83.9443 0.000259624 105.048 0.00099299 173.212 0.00868027 -150.23 0.000998368 -176.726 0.000507484 174.058
5930 9.92967 -6.79926 9.65819 15.0235 10 -0 9.98374 3.26828 4.97219 9.3138 4.95885 -60.2718 10 -0 4.98029 6.04552 10 -0 10 -0 10 -0 0.000259216 -74.9765 0.000992967 173.201 0.000133666 -83.9545 0.000259216 105.024 0.000992967 173.201 0.00868388 -150.272 0.000998374 -176.732 0.000507459 174.067
5940 9.92944 -6.81062 9.65929 14.9994 10 -0 9.98379 3.26279 4.97228 9.29815 4.95256 -60.3134 10 -0 4.98035 6.03537 10 -0 10 -0 10 -0 0.000258809 -75.0006 0.000992944 173.189 0.000133442 -83.9646 0.000258809 104.999 0.000992944 173.189 0.00868747 -150.313 0.000998379 -176.737 0.000507434 174.077
5950 9.9292 -6.82198 9.66037 14.9753 10 -0 9.98384 3.25731 4.97237 9.28256 4.94627 -60.3548 10 -0 4.98042 6.02525 10 -0 10 -0 10 -0 0.000258403 -75.0247 0.00099292 173.178 0.00013322 -83.9748 0.000258403 104.975 0.00099292 173.178 0.00869105 -150.355 0.000998384 -176.743 0.00050741 174.086
5960 9.92896 -6.83334 9.66145 14.9513 10 -0 9.9839 3.25186 4.97246 9.26703 4.94 -60.3962 10 -0 4.98048 6.01516 10 -0 10 -0 10 -0 0.000257998 -75.0487 0.000992896 173.167 0.000132998 -83.9848 0.000257998 104.951 0.000992896 173.167 0.00869462 -150.396 0.00099839 -176.748 0.000507385 174.096
5970 9.92873 -6.84469 9.66253 14.9274 10 -0 9.98395 3.24643 4.97256 9.25154 4.93374 -60.4374 10 -0 4.98055 6.00511 10 -0 10 -0 10 -0 0.000257595 -75.0726 0.000992873 173.155 0.000132777 -83.9949 0.000257595 104.927 0.000992873 173.155 0.00869817 -150.437 0.000998395 -176.754 0.000507361 174.105
5980 9.92849 -6.85605 9.6636 14.9035 10 -0 9.98401 3.24101 4.97265 9.2361 4.92749 -60.4786 10 -0 4.98061 5.9951 10 -0 10 -0 10 -0 0.000257192 -75.0965 0.000992849 173.144 0.000132557 -84.0049 0.000257192 104.904 0.000992849 173.144 0.00870171 -150.479 0.000998401 -176.759 0.000507336 174.115
5990 9.92826 -6.8674 9.66467 14.8798 10 -0 9.98406 3.23561 4.97274 9.22072 4.92126 -60.5196 10 -0 4.98068 5.98511 10 -0 10 -0 10 -0 0.000256791 -75.1202 0.000992826 173.133 0.000132337 -84.0149 0.000256791 104.88 0.000992826 173.133 0.00870524 -150.52 0.000998406 -176.764 0.000507312 174.124
6000 9.92802 -6.87876 9.66573 14.8561 10 -0 9.98411 3.23023 4.97283 9.20539 4.91504 -60.5605 10 -0 4.98074 5.97516 10 -0 10 -0 10 -0 0.000256391 -75.1439 0.000992802 173.121 0.000132118 -84.0248 0.000256391 104.856 0.000992802 173.121 0.00870875 -150.561 0.000998411 -176.77 0.000507288 174.134
6010 9.92778 -6.89011 9.66679 14.8324 10 -0 9.98416 3.22486 4.97292 9.19011 4.90883 -60.6013 10 -0 4.98081 5.96524 10 -0 10 -0 10 -0 0.000255993 -75.1676 0.000992778 173.11 0.0001319 -84.0348 0.000255993 104.832 0.000992778 173.11 0.00871225 -150.601 0.000998416 -176.775 0.000507264 174.143
6020 9.92754 -6.90147 9.66784 14.8089 10 -0 9.98422 3.21952 4.97301 9.17487 4.90264 -60.6421 10 -0 4.98087 5.95536 10 -0 10 -0 10 -0 0.000255595 -75.1911 0.000992754 173.099 0.000131683 -84.0446 0.000255595 104.809 0.000992754 173.099 0.00871574 -150.642 0.000998422 -176.78 0.000507241 174.152
6030 9.9273 -6.91282 9.66889 14.7854 10 -0 9.98427 3.21419 4.9731 9.15969 4.89646 -60.6827 10 -0 4.98093 5.9455 10 -0 10 -0 10 -0 0.000255199 -75.2146 0.00099273 173.087 0.000131466 -84.0545 0.000255199 104.785 0.00099273 173.087 0.00871921 -150.683 0.000998427 -176.786 0.000507217 174.162
6040 9.92707 -6.92417 9.66993 14.762 10 -0 9.98432 3.20888 4.97319 9.14456 4.89029 -60.7232 10 -0 4.981 5.93568 10 -0 10 -0 10 -0 0.000254804 -75.238 0.000992707 173.076 0.00013125 -84.0643 0.000254804 104.762 0.000992707 173.076 0.00872267 -150.723 0.000998432 -176.791 0.000507193 174.171
6050 9.92683 -6.93553 9.67096 14.7386 10 -0 9.98437 3.20359 4.97328 9.12948 4.88414 -60.7636 10 -0 4.98106 5.92589 10 -0 10 -0 10 -0 0.00025441 -75.2614 0.000992683 173.064 0.000131035 -84.0741 0.00025441 104.739 0.000992683 173.064 0.00872612 -150.764 0.000998437 -176.796 0.00050717 174.18
6060 9.92659 -6.94688 9.672 14.7154 10 -0 9.98442 3.19831 4.97336 9.11445 4.878 -60.8039 10 -0 4.98112 5.91614 10 -0 10 -0 10 -0 0.000254017 -75.2846 0.000992659 173.053 0.00013082 -84.0839 0.000254017 104.715 0.000992659 173.053 0.00872955 -150.804 0.000998442 -176.802 0.000507146 174.19
6070 9.92635 -6.95823 9.67302 14.6922 10 -0 9.98448 3.19305 4.97345 9.09947 4.87187 -60.8441 10 -0 4.98118 5.90642 10 -0 10 -0 10 -0 0.000253626 -75.3078 0.000992635 173.042 0.000130606 -84.0936 0.000253626 104.692 0.000992635 173.042 0.00873298 -150.844 0.000998448 -176.807 0.000507123 174.199
6080 9.92611 -6.96958 9.67405 14.6691 10 -0 9.98453 3.18781 4.97354 9.08454 4.86576 -60.8842 10 -0 4.98125 5.89672 10 -0 10 -0 10 -0 0.000253236 -75.3309 0.000992611 173.03 0.000130393 -84.1033 0.000253236 104.669 0.000992611 173.03 0.00873638 -150.884 0.000998453 -176.812 0.0005071 174.208
6090 9.92587 -6.98093 9.67506 14.646 10 -0 9.98458 3.18259 4.97362 9.06965 4.85966 -60.9242 10 -0 4.98131 5.88706 10 -0 10 -0 10 -0 0.000252846 -75.354 0.000992587 173.019 0.000130181 -84.1129 0.000252846 104.646 0.000992587 173.019 0.00873978 -150.924 0.000998458 -176.817 0.000507077 174.217
6100 9.92563 -6.99228 9.67608 14.623 10 -0 9.98463 3.17738 4.97371 9.05482 4.85357 -60.9642 10 -0 4.98137 5.87743 10 -0 10 -0 10 -0 0.000252458 -75.377 0.000992563 173.008 0.000129969 -84.1226 0.000252458 104.623 0.000992563 173.008 0.00874316 -150.964 0.000998463 -176.823 0.000507054 174.226
6110 9.92538 -7.00363 9.67709 14.6001 10 -0 9.98468 3.17219 4.9738 9.04003 4.84749 -61.004 10 -0 4.98143 5.86784 10 -0 10 -0 10 -0 0.000252071 -75.3999 0.000992538 172.996 0.000129758 -84.1322 0.000252071 104.6 0.000992538 172.996 0.00874653 -151.004 0.000998468 -176.828 0.000507031 174.235
6120 9.92514 -7.01498 9.67809 14.5773 10 -0 9.98473 3.16702 4.97388 9.02529 4.84143 -61.0437 10 -0 4.98149 5.85827 10 -0 10 -0 10 -0 0.000251686 -75.4227 0.000992514 172.985 0.000129547 -84.1417 0.000251686 104.577 0.000992514 172.985 0.00874989 -151.044 0.000998473 -176.833 0.000507009 174.244
6130 9.9249 -7.02632 9.67909 14.5545 10 -0 9.98478 3.16186 4.97397 9.0106 4.83538 -61.0833 10 -0 4.98155 5.84874 10 -0 10 -0 10 -0 0.000251301 -75.4455 0.00099249 172.974 0.000129337 -84.1513 0.000251301 104.555 0.00099249 172.974 0.00875324 -151.083 0.000998478 -176.838 0.000506986 174.253
6140 9.92466 -7.03767 9.68008 14.5318 10 -0 9.98483 3.15673 4.97405 8.99596 4.82934 -61.1228 10 -0 4.98161 5.83923 10 -0 10 -0 10 -0 0.000250917 -75.4682 0.000992466 172.962 0.000129128 -84.1608 0.000250917 104.532 0.000992466 172.962 0.00875657 -151.123 0.000998483 -176.843 0.000506964 174.262
6150 9.92442 -7.04902 9.68108 14.5092 10 -0 9.98488 3.1516 4.97413 8.98136 4.82332 -61.1622 10 -0 4.98167 5.82976 10 -0 10 -0 10 -0 0.000250535 -75.4908 0.000992442 172.951 0.00012892 -84.1702 0.000250535 104.509 0.000992442 172.951 0.00875989 -151.162 0.000998488 -176.848 0.000506941 174.271
6160 9.92417 -7.06036 9.68206 14.4866 10 -0 9.98492 3.1465 4.97422 8.96681 4.8173 -61.2015 10 -0 4.98173 5.82032 10 -0 10 -0 10 -0 0.000250154 -75.5134 0.000992417 172.94 0.000128712 -84.1797 0.000250154 104.487 0.000992417 172.94 0.00876319 -151.202 0.000998492 -176.854 0.000506919 174.28
6170 9.92393 -7.07171 9.68304 14.4641 10 -0 9.98497 3.14141 4.9743 8.95231 4.8113 -61.2407 10 -0 4.98179 5.81091 10 -0 10 -0 10 -0 0.000249774 -75.5359 0.000992393 172.928 0.000128505 -84.1891 0.000249774 104.464 0.000992393 172.928 0.00876649 -151.241 0.000998497 -176.859 0.000506897 174.289
6180 9.92368 -7.08306 9.68402 14.4417 10 -0 9.98502 3.13633 4.97438 8.93786 4.80532 -61.2799 10 -0 4.98185 5.80152 10 -0 10 -0 10 -0 0.000249395 -75.5583 0.000992368 172.917 0.000128299 -84.1985 0.000249395 104.442 0.000992368 172.917 0.00876977 -151.28 0.000998502 -176.864 0.000506875 174.298
6190 9.92344 -7.0944 9.68499 14.4193 10 -0 9.98507 3.13128 4.97447 8.92345 4.79934 -61.3189 10 -0 4.9819 5.79217 10 -0 10 -0 10 -0 0.000249017 -75.5807 0.000992344 172.906 0.000128093 -84.2078 0.000249017 104.419 0.000992344 172.906 0.00877304 -151.319 0.000998507 -176.869 0.000506853 174.307
6200 9.9232 -7.10574 9.68596 14.3971 10 -0 9.98512 3.12624 4.97455 8.90909 4.79338 -61.3578 10 -0 4.98196 5.78285 10 -0 10 -0 10 -0 0.00024864 -75.6029 0.00099232 172.894 0.000127888 -84.2171 0.00024864 104.397 0.00099232 172.894 0.0087763 -151.358 0.000998512 -176.874 0.000506831 174.316
6210 9.92295 -7.11709 9.68692 14.3748 10 -0 9.98517 3.12121 4.97463 8.89477 4.78743 -61.3966 10 -0 4.98202 5.77356 10 -0 10 -0 10 -0 0.000248264 -75.6252 0.000992295 172.883 0.000127683 -84.2264 0.000248264 104.375 0.000992295 172.883 0.00877955 -151.397 0.000998517 -176.879 0.000506809 174.325
6220 9.9227 -7.12843 9.68788 14.3527 10 -0 9.98521 3.1162 4.97471 8.8805 4.7815 -61.4354 10 -0 4.98208 5.7643 10 -0 10 -0 10 -0 0.00024789 -75.6473 0.00099227 172.872 0.000127479 -84.2357 0.00024789 104.353 0.00099227 172.872 0.00878278 -151.435 0.000998521 -176.884 0.000506788 174.334
6230 9.92246 -7.13977 9.68884 14.3306 10 -0 9.98526 3.11121 4.97479 8.86628 4.77558 -61.474 10 -0 4.98214 5.75507 10 -0 10 -0 10 -0 0.000247516 -75.6694 0.000992246 172.86 0.000127276 -84.2449 0.000247516 104.331 0.000992246 172.86 0.008786 -151.474 0.000998526 -176.889 0.000506766 174.342
6240 9.92221 -7.15111 9.68979 14.3086 10 -0 9.98531 3.10624 4.97487 8.8521 4.76966 -61.5125 10 -0 4.98219 5.74586 10 -0 10 -0 10 -0 0.000247144 -75.6914 0.000992221 172.849 0.000127074 -84.2541 0.000247144 104.309 0.000992221 172.849 0.00878922 -151.513 0.000998531 -176.894 0.000506745 174.351
6250 9.92197 -7.16246 9.69073 14.2866 10 -0 9.98535 3.10128 4.97495 8.83797 4.76377 -61.551 10 -0 4.98225 5.73669 10 -0 10 -0 10 -0 0.000246773 -75.7134 0.000992197 172.838 0.000126872 -84.2633 0.000246773 104.287 0.000992197 172.838 0.00879241 -151.551 0.000998535 -176.899 0.000506723 174.36
6260 9.92172 -7.1738 9.69168 14.2647 10 -0 9.9854 3.09633 4.97503 8.82388 4.75788 -61.5893 10 -0 4.98231 5.72755 10 -0 10 -0 10 -0 0.000246402 -75.7353 0.000992172 172.826 0.000126671 -84.2725 0.000246402 104.265 0.000992172 172.826 0.0087956 -151.589 0.00099854 -176.904 0.000506702 174.369
6270 9.92147 -7.18514 9.69261 14.2429 10 -0 9.98545 3.0914 4.97511 8.80983 4.75201 -61.6276 10 -0 4.98236 5.71843 10 -0 10 -0 10 -0 0.000246033 -75.7571 0.000992147 172.815 0.00012647 -84.2816 0.000246033 104.243 0.000992147 172.815 0.00879878 -151.628 0.000998545 -176.909 0.000506681 174.377
6280 9.92122 -7.19648 9.69355 14.2211 10 -0 9.98549 3.08649 4.97519 8.79584 4.74614 -61.6658 10 -0 4.98242 5.70935 10 -0 10 -0 10 -0 0.000245665 -75.7789 0.000992122 172.804 0.00012627 -84.2907 0.000245665 104.221 0.000992122 172.804 0.00880194 -151.666 0.000998549 -176.914 0.00050666 174.386
6290 9.92098 -7.20781 9.69448 14.1994 10 -0 9.98554 3.08159 4.97527 8.78188 4.7403 -61.7038 10 -0 4.98247 5.70029 10 -0 10 -0 10 -0 0.000245298 -75.8006 0.000992098 172.792 0.000126071 -84.2997 0.000245298 104.199 0.000992098 172.792 0.00880509 -151.704 0.000998554 -176.918 0.000506639 174.394
6300 9.92073 -7.21915 9.6954 14.1778 10 -0 9.98559 3.07671 4.97535 8.76797 4.73446 -61.7418 10 -0 4.98253 5.69126 10 -0 10 -0 10 -0 0.000244932 -75.8222 0.000992073 172.781 0.000125872 -84.3087 0.000244932 104.178 0.000992073 172.781 0.00880823 -151.742 0.000998559 -176.923 0.000506618 174.403
6310 9.92048 -7.23049 9.69632 14.1562 10 -0 9.98563 3.07184 4.97543 8.7541 4.72863 -61.7797 10 -0 4.98259 5.68226 10 -0 10 -0 10 -0 0.000244567 -75.8438 0.000992048 172.77 0.000125674 -84.3177 0.000244567 104.156 0.000992048 172.77 0.00881136 -151.78 0.000998563 -176.928 0.000506598 174.412
6320 9.92023 -7.24183 9.69724 14.1347 10 -0 9.98568 3.06699 4.9755 8.74028 4.72282 -61.8175 10 -0 4.98264 5.67329 10 -0 10 -0 10 -0 0.000244203 -75.8653 0.000992023 172.758 0.000125477 -84.3267 0.000244203 104.135 0.000992023 172.758 0.00881447 -151.817 0.000998568 -176.933 0.000506577 174.42
6330 9.91998 -7.25316 9.69815 14.1133 10 -0 9.98572 3.06216 4.97558 8.7265 4.71702 -61.8552 10 -0 4.9827 5.66435 10 -0 10 -0 10 -0 0.00024384 -75.8867 0.000991998 172.747 0.00012528 -84.3357 0.00024384 104.113 0.000991998 172.747 0.00881758 -151.855 0.000998572 -176.938 0.000506556 174.429
6340 9.91973 -7.2645 9.69906 14.0919 10 -0 9.98577 3.05734 4.97566 8.71277 4.71123 -61.8928 10 -0 4.98275 5.65543 10 -0 10 -0 10 -0 0.000243479 -75.9081 0.000991973 172.735 0.000125083 -84.3446 0.000243479 104.092 0.000991973 172.735 0.00882067 -151.893 0.000998577 -176.943 0.000506536 174.437
6350 9.91948 -7.27584 9.69997 14.0706 10 -0 9.98581 3.05253 4.97573 8.69907 4.70546 -61.9303 10 -0 4.9828 5.64654 10 -0 10 -0 10 -0 0.000243118 -75.9294 0.000991948 172.724 0.000124888 -84.3535 0.000243118 104.071 0.000991948 172.724 0.00882376 -151.93 0.000998581 -176.947 0.000506516 174.446
6360 9.91923 -7.28717 9.70087 14.0494 10 -0 9.98586 3.04774 4.97581 8.68542 4.6997 -61.9677 10 -0 4.98286 5.63768 10 -0 10 -0 10 -0 0.000242758 -75.9506 0.000991923 172.713 0.000124693 -84.3623 0.000242758 104.049 0.000991923 172.713 0.00882683 -151.968 0.000998586 -176.952 0.000506495 174.454
6370 9.91898 -7.29851 9.70177 14.0282 10 -0 9.9859 3.04296 4.97589 8.67182 4.69394 -62.005 10 -0 4.98291 5.62885 10 -0 10 -0 10 -0 0.000242399 -75.9718 0.000991898 172.701 0.000124498 -84.3711 0.000242399 104.028 0.000991898 172.701 0.00882989 -152.005 0.00099859 -176.957 0.000506475 174.462
6380 9.91873 -7.30984 9.70266 14.0071 10 -0 9.98594 3.0382 4.97596 8.65825 4.68821 -62.0422 10 -0 4.98297 5.62005 10 -0 10 -0 10 -0 0.000242042 -75.9929 0.000991873 172.69 0.000124305 -84.38 0.000242042 104.007 0.000991873 172.69 0.00883293 -152.042 0.000998594 -176.962 0.000506455 174.471
6390 9.91847 -7.32117 9.70355 13.986 10 -0 9.98599 3.03346 4.97604 8.64473 4.68248 -62.0794 10 -0 4.98302 5.61127 10 -0 10 -0 10 -0 0.000241685 -76.014 0.000991847 172.679 0.000124111 -84.3887 0.000241685 103.986 0.000991847 172.679 0.00883597 -152.079 0.000998599 -176.967 0.000506435 174.479
6400 9.91822 -7.33251 9.70443 13.965 10 -0 9.98603 3.02873 4.97611 8.63125 4.67676 -62.1164 10 -0 4.98307 5.60252 10 -0 10 -0 10 -0 0.000241329 -76.035 0.000991822 172.667 0.000123919 -84.3975 0.000241329 103.965 0.000991822 172.667 0.008839 -152.116 0.000998603 -176.971 0.000506415 174.487
6410 9.91797 -7.34384 9.70531 13.9441 10 -0 9.98608 3.02401 4.97618 8.61781 4.67106 -62.1534 10 -0 4.98312 5.5938 10 -0 10 -0 10 -0 0.000240975 -76.0559 0.000991797 172.656 0.000123727 -84.4062 0.000240975 103.944 0.000991797 172.656 0.00884201 -152.153 0.000998608 -176.976 0.000506396 174.496
6420 9.91772 -7.35517 9.70619 13.9232 10 -0 9.98612 3.01931 4.97626 8.60441 4.66537 -62.1903 10 -0 4.98318 5.58511 10 -0 10 -0 10 -0 0.000240621 -76.0768 0.000991772 172.645 0.000123535 -84.4149 0.000240621 103.923 0.000991772 172.645 0.00884502 -152.19 0.000998612 -176.981 0.000506376 174.504
6430 9.91746 -7.3665 9.70706 13.9024 10 -0 9.98616 3.01462 4.97633 8.59106 4.65969 -62.2271 10 -0 4.98323 5.57644 10 -0 10 -0 10 -0 0.000240269 -76.0976 0.000991746 172.634 0.000123345 -84.4236 0.000240269 103.902 0.000991746 172.634 0.00884801 -152.227 0.000998616 -176.985 0.000506356 174.512
6440 9.91721 -7.37783 9.70793 13.8816 10 -0 9.9862 3.00995 4.97641 8.57775 4.65402 -62.2637 10 -0 4.98328 5.5678 10 -0 10 -0 10 -0 0.000239917 -76.1184 0.000991721 172.622 0.000123154 -84.4322 0.000239917 103.882 0.000991721 172.622 0.00885099 -152.264 0.00099862 -176.99 0.000506337 174.521
6450 9.91696 -7.38916 9.7088 13.861 10 -0 9.98625 3.00529 4.97648 8.56447 4.64837 -62.3004 10 -0 4.98333 5.55918 10 -0 10 -0 10 -0 0.000239566 -76.139 0.000991696 172.611 0.000122965 -84.4408 0.000239566 103.861 0.000991696 172.611 0.00885396 -152.3 0.000998625 -176.995 0.000506317 174.529
6460 9.9167 -7.40049 9.70966 13.8403 10 -0 9.98629 3.00065 4.97655 8.55124 4.64272 -62.3369 10 -0 4.98338 5.55059 10 -0 10 -0 10 -0 0.000239217 -76.1597 0.00099167 172.6 0.000122776 -84.4494 0.000239217 103.84 0.00099167 172.6 0.00885693 -152.337 0.000998629 -176.999 0.000506298 174.537
6470 9.91645 -7.41182 9.71052 13.8198 10 -0 9.98633 2.99602 4.97662 8.53805 4.63709 -62.3733 10 -0 4.98343 5.54203 10 -0 10 -0 10 -0 0.000238868 -76.1802 0.000991645 172.588 0.000122587 -84.458 0.000238868 103.82 0.000991645 172.588 0.00885988 -152.373 0.000998633 -177.004 0.000506279 174.545
6480 9.91619 -7.42315 9.71137 13.7992 10 -0 9.98637 2.9914 4.9767 8.5249 4.63147 -62.4096 10 -0 4.98349 5.5335 10 -0 10 -0 10 -0 0.000238521 -76.2008 0.000991619 172.577 0.000122399 -84.4665 0.000238521 103.799 0.000991619 172.577 0.00886281 -152.41 0.000998637 -177.009 0.00050626 174.553
6490 9.91593 -7.43447 9.71223 13.7788 10 -0 9.98642 2.9868 4.97677 8.51179 4.62586 -62.4459 10 -0 4.98354 5.52499 10 -0 10 -0 10 -0 0.000238174 -76.2212 0.000991593 172.566 0.000122212 -84.475 0.000238174 103.779 0.000991593 172.566 0.00886574 -152.446 0.000998642 -177.013 0.00050624 174.561
6500 9.91568 -7.4458 9.71307 13.7584 10 -0 9.98646 2.98222 4.97684 8.49872 4.62027 -62.482 10 -0 4.98359 5.51651 10 -0 10 -0 10 -0 0.000237828 -76.2416 0.000991568 172.554 0.000122025 -84.4835 0.000237828 103.758 0.000991568 172.554 0.00886866 -152.482 0.000998646 -177.018 0.000506222 174.569
6510 9.91542 -7.45713 9.71392 13.7381 10 -0 9.9865 2.97764 4.97691 8.48569 4.61468 -62.5181 10 -0 4.98364 5.50805 10 -0 10 -0 10 -0 0.000237484 -76.2619 0.000991542 172.543 0.000121839 -84.492 0.000237484 103.738 0.000991542 172.543 0.00887157 -152.518 0.00099865 -177.022 0.000506203 174.578
6520 9.91517 -7.46845 9.71476 13.7178 10 -0 9.98654 2.97308 4.97698 8.4727 4.60911 -62.5541 10 -0 4.98369 5.49962 10 -0 10 -0 10 -0 0.00023714 -76.2822 0.000991517 172.532 0.000121653 -84.5004 0.00023714 103.718 0.000991517 172.532 0.00887446 -152.554 0.000998654 -177.027 0.000506184 174.586
6530 9.91491 -7.47978 9.71559 13.6976 10 -0 9.98658 2.96854 4.97705 8.45975 4.60355 -62.59 10 -0 4.98374 5.49121 10 -0 10 -0 10 -0 0.000236797 -76.3024 0.000991491 172.52 0.000121468 -84.5088 0.000236797 103.698 0.000991491 172.52 0.00887735 -152.59 0.000998658 -177.031 0.000506165 174.594
6540 9.91465 -7.4911 9.71642 13.6774 10 -0 9.98662 2.96401 4.97712 8.44684 4.598 -62.6258 10 -0 4.98379 5.48283 10 -0 10 -0 10 -0 0.000236455 -76.3226 0.000991465 172.509 0.000121284 -84.5172 0.000236455 103.677 0.000991465 172.509 0.00888023 -152.626 0.000998662 -177.036 0.000506146 174.602
6550 9.91439 -7.50243 9.71725 13.6573 10 -0 9.98666 2.95949 4.97719 8.43397 4.59246 -62.6616 10 -0 4.98384 5.47448 10 -0 10 -0 10 -0 0.000236114 -76.3427 0.000991439 172.498 0.0001211 -84.5255 0.000236114 103.657 0.000991439 172.498 0.00888309 -152.662 0.000998666 -177.041 0.000506128 174.61
6560 9.91414 -7.51375 9.71808 13.6373 10 -0 9.9867 2.95499 4.97726 8.42114 4.58693 -62.6972 10 -0 4.98389 5.46615 10 -0 10 -0 10 -0 0.000235774 -76.3627 0.000991414 172.486 0.000120916 -84.5338 0.000235774 103.637 0.000991414 172.486 0.00888595 -152.697 0.00099867 -177.045 0.000506109 174.617
6570 9.91388 -7.52507 9.7189 13.6173 10 -0 9.98674 2.9505 4.97733 8.40835 4.58142 -62.7328 10 -0 4.98393 5.45785 10 -0 10 -0 10 -0 0.000235435 -76.3827 0.000991388 172.475 0.000120733 -84.5422 0.000235435 103.617 0.000991388 172.475 0.00888879 -152.733 0.000998674 -177.05 0.000506091 174.625
